Filename,Population
LS.PX.ALA.M.6,Phoenix
LS.PX.COY.M.3,Phoenix
LS.PX.COY.M.4,Phoenix
LS.PX.COY.M.5,Phoenix
LS.PX.DOW.M.2,Phoenix
LS.PX.DOW.M.3,Phoenix
LS.PX.DOW.M.4,Phoenix
LS.PX.ENC.M.2,Phoenix
LS.PX.ENC.M.4,Phoenix
LS.PX.ENC.M.5,Phoenix
LS.PX.LAP.M.1,Phoenix
LS.PX.LAP.M.2,Phoenix
LS.PX.MAN.M.1,Phoenix
LS.PX.MAN.M.2,Phoenix
LS.PX.MAN.M.3,Phoenix
LS.PX.MAN.M.4,Phoenix
LS.PX.MAN.M.5,Phoenix
LS.PX.MON.U.2,Phoenix
LS.PX.MON.U.3,Phoenix
LS.PX.MON.U.5,Phoenix
LS.PX.MON.U.7,Phoenix
LS.PX.NUE.M.1,Phoenix
LS.PX.NUE.M.3,Phoenix
LS.PX.PAL.M.1,Phoenix
LS.PX.PAL.M.2,Phoenix
LS.PX.PAL.M.3,Phoenix
LS.PX.PAL.M.5,Phoenix
LS.PX.PIE.M.2,Phoenix
LS.PX.PIE.M.4,Phoenix
LS.PX.PIE.M.5,Phoenix
LS.PX.PKW.U.1,Phoenix
LS.PX.PKW.U.3,Phoenix
LS.PX.PKW.U.5,Phoenix
LS.PX.RPL.U.2,Phoenix
LS.PX.RPL.U.3,Phoenix
LS.PX.RPL.U.5,Phoenix
PA.BA.AA.U.1,Baltimore
PA.BA.AA.U.2,Baltimore
PA.BA.AA.U.3,Baltimore
PA.BA.AA.U.4,Baltimore
PA.BA.AA.U.5,Baltimore
PA.BA.LA.U.1,Baltimore
PA.BA.LA.U.2,Baltimore
PA.BA.LA.U.3,Baltimore
PA.BA.LA.U.5,Baltimore
PA.BA.LH-2.M.1,Baltimore
PA.BA.LH-2.M.2,Baltimore
PA.BA.LH-2.M.3,Baltimore
PA.BA.LH-2.M.4,Baltimore
PA.BA.LH-2.M.5,Baltimore
PA.BA.LH-3.M.1,Baltimore
PA.BA.LH-3.M.2,Baltimore
PA.BA.LH-3.M.3,Baltimore
PA.BA.LH-3.M.4,Baltimore
PA.BA.LH-3.M.5,Baltimore
PA.BA.LL-3.M.1,Baltimore
PA.BA.LL-3.M.2,Baltimore
PA.BA.LL-3.M.3,Baltimore
PA.BA.LL-3.M.4,Baltimore
PA.BA.LL-3.M.5,Baltimore
PA.BA.LL-4.M.1,Baltimore
PA.BA.LL-4.M.2,Baltimore
PA.BA.LL-4.M.3,Baltimore
PA.BA.LL-4.M.4,Baltimore
PA.BA.PIK.U.1,Baltimore
PA.BA.PIK.U.3,Baltimore
PA.BA.PIK.U.4,Baltimore
PA.BA.PIK.U.5,Baltimore
PA.BA.PSP.M.2,Baltimore
PA.BA.RG-1.M.1,Baltimore
PA.BA.RG-1.M.2,Baltimore
PA.BA.RG-1.M.3,Baltimore
PA.BA.RG-1.M.4,Baltimore
PA.BA.RG-1.M.5,Baltimore
PA.BA.RG-2.M.2,Baltimore
PA.BA.RG-2.M.4,Baltimore
PA.BA.W3.M.2,Baltimore
PA.BA.W3.M.3,Baltimore
PA.BA.W3.M.4,Baltimore
PA.BA.WB.U.1,Baltimore
PA.BA.WB.U.2,Baltimore
PA.BA.WB.U.3,Baltimore
PA.BA.WB.U.4,Baltimore
PA.BA.WGP.M.1,Baltimore
PA.BA.WGP.M.2,Baltimore
PA.BA.WGP.M.3,Baltimore
PA.BA.WGP.M.4,Baltimore
PA.BA.WGP.M.5,Baltimore
PA.BO.HC1.M.1,Boston
PA.BO.HC1.M.2,Boston
PA.BO.HC1.M.3,Boston
PA.BO.HC1.M.4,Boston
PA.BO.HC1.M.5,Boston
PA.BO.HC2.M.1,Boston
PA.BO.HC2.M.2,Boston
PA.BO.HC2.M.4,Boston
PA.BO.HC2.M.5,Boston
PA.BO.HC4.M.1,Boston
PA.BO.HC4.M.3,Boston
PA.BO.HC4.M.4,Boston
PA.BO.HC4.M.5,Boston
PA.BO.I1.U.1,Boston
PA.BO.I1.U.2,Boston
PA.BO.I1.U.3,Boston
PA.BO.I1.U.4,Boston
PA.BO.I1.U.5,Boston
PA.BO.I2.U.2,Boston
PA.BO.I2.U.3,Boston
PA.BO.I2.U.4,Boston
PA.BO.I2.U.5,Boston
PA.BO.I4.U.2,Boston
PA.BO.I4.U.4,Boston
PA.BO.LC1.M.2,Boston
PA.BO.LC2.M.1,Boston
PA.BO.LC2.M.2,Boston
PA.BO.LC2.M.3,Boston
PA.BO.LC2.M.4,Boston
PA.BO.LC2.M.5,Boston
PA.BO.LC3.M.2,Boston
PA.BO.LC3.M.3,Boston
PA.BO.LC3.M.4,Boston
PA.BO.LC4.M.1,Boston
PA.BO.LC4.M.2,Boston
PA.BO.LC4.M.4,Boston
PA.BO.R1.U.1,Boston
PA.BO.R1.U.2,Boston
PA.BO.R1.U.4,Boston
PA.BO.R1.U.5,Boston
PA.BO.R3.U.1,Boston
PA.BO.R3.U.2,Boston
PA.BO.R3.U.3,Boston
PA.BO.R3.U.4,Boston
PA.BO.R4.U.2,Boston
PA.BO.R4.U.3,Boston
PA.BO.R4.U.4,Boston
PA.BO.WL1.M.1,Boston
PA.BO.WL1.M.2,Boston
PA.BO.WL1.M.3,Boston
PA.BO.WL1.M.4,Boston
PA.BO.WL2.M.1,Boston
PA.BO.WL2.M.2,Boston
PA.BO.WL2.M.4,Boston
PA.BO.WL2.M.5,Boston
PA.BO.WL3.M.1,Boston
PA.BO.WL3.M.2,Boston
PA.BO.WL3.M.4,Boston
PA.BO.WL4.M.1,Boston
PA.BO.WL4.M.3,Boston
PA.BO.WL4.M.4,Boston
PA.BO.WL4.M.5,Boston
PA.LA.ALL.M.4,Los Angeles
PA.LA.ALL.M.5,Los Angeles
PA.LA.GLO.M.2,Los Angeles
PA.LA.GLO.M.3,Los Angeles
PA.LA.GLO.M.4,Los Angeles
PA.LA.GLO.M.5,Los Angeles
PA.LA.KIN.M.2,Los Angeles
PA.LA.KIN.M.4,Los Angeles
PA.LA.KIN.M.5,Los Angeles
PA.LA.LUB.M.1,Los Angeles
PA.LA.LUB.M.2,Los Angeles
PA.LA.LUB.M.4,Los Angeles
PA.LA.LUB.M.5,Los Angeles
PA.LA.NWH.M.1,Los Angeles
PA.LA.NWH.M.2,Los Angeles
PA.LA.NWH.M.3,Los Angeles
PA.LA.NWH.M.4,Los Angeles
PA.LA.NWH.M.5,Los Angeles
PA.LA.POP.M.1,Los Angeles
PA.LA.POP.M.3,Los Angeles
PA.LA.POP.M.4,Los Angeles
PA.LA.POP.M.5,Los Angeles
PA.LA.ROS.M.1,Los Angeles
PA.LA.ROS.M.3,Los Angeles
PA.LA.ROS.M.4,Los Angeles
PA.LA.ROS.M.5,Los Angeles
PA.LA.SEP.M.1,Los Angeles
PA.LA.SEP.M.2,Los Angeles
PA.LA.SEP.M.4,Los Angeles
PA.LA.SEP.M.5,Los Angeles
PA.LA.WHI.M.2,Los Angeles
PA.LA.WHI.M.3,Los Angeles
PA.LA.WHI.M.4,Los Angeles
PA.LA.WHI.M.5,Los Angeles
PA.LA.ZOO.M.1,Los Angeles
PA.LA.ZOO.M.3,Los Angeles
PA.LA.ZOO.M.4,Los Angeles
PA.LA.ZOO.M.5,Los Angeles
PA.MN.L01-TO_PA.M.4,Minneapolis
PA.MN.L01-TO_PA.M.5,Minneapolis
PA.PX.ALA.M.1,Phoenix
PA.PX.ALA.M.2,Phoenix
PA.PX.ALA.M.3,Phoenix
PA.PX.ALA.M.5,Phoenix
PA.PX.BUF.M.1,Phoenix
PA.PX.BUF.M.2,Phoenix
PA.PX.BUF.M.3,Phoenix
PA.PX.BUF.M.4,Phoenix
PA.PX.COY.M.1,Phoenix
PA.PX.DF1.M.2,Phoenix
PA.PX.DF1.M.5,Phoenix
PA.PX.ENC.M.2,Phoenix
PA.PX.ENC.M.3,Phoenix
PA.PX.ENC.M.4,Phoenix
PA.PX.ENC.M.5,Phoenix
PA.PX.LAP.M.1,Phoenix
PA.PX.LAP.M.2,Phoenix
PA.PX.LAP.M.4,Phoenix
PA.PX.LAP.M.5,Phoenix
PA.PX.PAP.M.1,Phoenix
PA.PX.PAP.M.2,Phoenix
PA.PX.PAP.M.3,Phoenix
PA.PX.PAP.M.4,Phoenix
PA.PX.PAP.M.5,Phoenix
PA.PX.PIE.M.1,Phoenix
PA.PX.PIE.M.4,Phoenix
PA.PX.RPP.U.1,Phoenix
PA.PX.RPP.U.2,Phoenix
PA.PX.RPP.U.3,Phoenix
PA.PX.RPP.U.5,Phoenix
TE.LA.ALL.M.1,Los Angeles
TE.LA.ALL.M.2,Los Angeles
TE.LA.ALL.M.3,Los Angeles
TO.BA.AA.U.2,Baltimore
TO.BA.AA.U.3,Baltimore
TO.BA.AA.U.5,Baltimore
TO.BA.CP.U.1,Baltimore
TO.BA.CP.U.2,Baltimore
TO.BA.CP.U.3,Baltimore
TO.BA.CP.U.4,Baltimore
TO.BA.DHI.U.2,Baltimore
TO.BA.DHI.U.5,Baltimore
TO.BA.FH.U.1,Baltimore
TO.BA.FH.U.2,Baltimore
TO.BA.FH.U.4,Baltimore
TO.BA.FH.U.5,Baltimore
TO.BA.GA.U.1,Baltimore
TO.BA.GA.U.2,Baltimore
TO.BA.GA.U.3,Baltimore
TO.BA.GA.U.4,Baltimore
TO.BA.GA.U.5,Baltimore
TO.BA.LH-1.M.2,Baltimore
TO.BA.LH-1.M.4,Baltimore
TO.BA.LH-1.M.5,Baltimore
TO.BA.LH-2.M.1,Baltimore
TO.BA.LH-2.M.2,Baltimore
TO.BA.LH-2.M.3,Baltimore
TO.BA.LH-2.M.4,Baltimore
TO.BA.LH-3.M.2,Baltimore
TO.BA.LH-3.M.4,Baltimore
TO.BA.LH-3.M.5,Baltimore
TO.BA.LL-3.M.1,Baltimore
TO.BA.LL-3.M.2,Baltimore
TO.BA.LL-3.M.4,Baltimore
TO.BA.ML.U.1,Baltimore
TO.BA.ML.U.2,Baltimore
TO.BA.ML.U.3,Baltimore
TO.BA.ML.U.5,Baltimore
TO.BA.PIK.U.2,Baltimore
TO.BA.PIK.U.3,Baltimore
TO.BA.PIK.U.4,Baltimore
TO.BA.PIK.U.5,Baltimore
TO.BA.PSP.M.1,Baltimore
TO.BA.PSP.M.2,Baltimore
TO.BA.PSP.M.4,Baltimore
TO.BA.RG-1.M.2,Baltimore
TO.BA.RG-1.M.4,Baltimore
TO.BA.RG-1.M.5,Baltimore
TO.BA.RG-2.M.1,Baltimore
TO.BA.RG-2.M.2,Baltimore
TO.BA.RG-2.M.4,Baltimore
TO.BA.RG-2.M.5,Baltimore
TO.BA.TRC.U.1,Baltimore
TO.BA.TRC.U.2,Baltimore
TO.BA.TRC.U.3,Baltimore
TO.BA.W3.M.2,Baltimore
TO.BA.W3.M.3,Baltimore
TO.BA.W3.M.4,Baltimore
TO.BA.W3.M.5,Baltimore
TO.BA.WB.U.1,Baltimore
TO.BA.WB.U.2,Baltimore
TO.BA.WB.U.4,Baltimore
TO.BA.WBO.U.2,Baltimore
TO.BA.WBO.U.4,Baltimore
TO.BA.WGP.M.1,Baltimore
TO.BA.WGP.M.3,Baltimore
TO.BA.WGP.M.5,Baltimore
TO.BO.HC1.M.1,Boston
TO.BO.HC1.M.2,Boston
TO.BO.HC1.M.3,Boston
TO.BO.HC1.M.4,Boston
TO.BO.HC2.M.1,Boston
TO.BO.HC2.M.3,Boston
TO.BO.HC2.M.4,Boston
TO.BO.HC2.M.5,Boston
TO.BO.HC3.M.1,Boston
TO.BO.HC3.M.2,Boston
TO.BO.HC3.M.3,Boston
TO.BO.HC3.M.4,Boston
TO.BO.HC4.M.4,Boston
TO.BO.HC4.M.5,Boston
TO.BO.I1.U.1,Boston
TO.BO.I1.U.2,Boston
TO.BO.I1.U.3,Boston
TO.BO.I1.U.5,Boston
TO.BO.I2.U.2,Boston
TO.BO.I2.U.3,Boston
TO.BO.I2.U.4,Boston
TO.BO.I2.U.5,Boston
TO.BO.I3.U.1,Boston
TO.BO.I3.U.2,Boston
TO.BO.I3.U.4,Boston
TO.BO.I4.U.2,Boston
TO.BO.I4.U.4,Boston
TO.BO.LC1.M.1,Boston
TO.BO.LC1.M.2,Boston
TO.BO.LC1.M.4,Boston
TO.BO.LC2.M.1,Boston
TO.BO.LC2.M.2,Boston
TO.BO.LC2.M.3,Boston
TO.BO.LC2.M.5,Boston
TO.BO.LC3.M.1,Boston
TO.BO.LC3.M.5,Boston
TO.BO.LC4.M.1,Boston
TO.BO.LC4.M.2,Boston
TO.BO.LC4.M.3,Boston
TO.BO.LC4.M.5,Boston
TO.BO.R2.U.2,Boston
TO.BO.R4.U.1,Boston
TO.BO.R4.U.2,Boston
TO.BO.R4.U.3,Boston
TO.BO.R4.U.4,Boston
TO.BO.R4.U.5,Boston
TO.BO.WL1.M.2,Boston
TO.BO.WL1.M.3,Boston
TO.BO.WL1.M.4,Boston
TO.BO.WL1.M.5,Boston
TO.BO.WL2.M.1,Boston
TO.BO.WL2.M.3,Boston
TO.BO.WL3.M.1,Boston
TO.BO.WL3.M.2,Boston
TO.BO.WL3.M.3,Boston
TO.BO.WL3.M.4,Boston
TO.BO.WL3.M.5,Boston
TO.BO.WL4.M.1,Boston
TO.BO.WL4.M.2,Boston
TO.BO.WL4.M.3,Boston
TO.BO.WL4.M.5,Boston
TO.LA.COM.M.1,Los Angeles
TO.LA.COM.M.2,Los Angeles
TO.LA.COM.M.3,Los Angeles
TO.LA.COM.M.4,Los Angeles
TO.LA.GLO.M.2,Los Angeles
TO.LA.GLO.M.5,Los Angeles
TO.LA.HAR.M.4,Los Angeles
TO.LA.MR1.M.1,Los Angeles
TO.LA.MR1.M.2,Los Angeles
TO.LA.MR1.M.3,Los Angeles
TO.LA.MR1.M.4,Los Angeles
TO.LA.NWH.M.1,Los Angeles
TO.LA.NWH.M.3,Los Angeles
TO.LA.NWH.M.4,Los Angeles
TO.LA.PEP.M.1,Los Angeles
TO.LA.PEP.M.3,Los Angeles
TO.LA.PEP.M.5,Los Angeles
TO.LA.RID.M.1,Los Angeles
TO.LA.ROS.M.1,Los Angeles
TO.LA.ROS.M.3,Los Angeles
TO.LA.STC.M.3,Los Angeles
TO.LA.STC.M.5,Los Angeles
TO.LA.VNS.M.2,Los Angeles
TO.LA.VNS.M.3,Los Angeles
TO.LA.VNS.M.5,Los Angeles
TO.LA.WHI.M.5,Los Angeles
TO.LA.ZOO.M.1,Los Angeles
TO.LA.ZOO.M.3,Los Angeles
TO.LA.ZOO.M.6,Los Angeles
TO.MN.L01-TO.PA.M.1,Minneapolis
TO.MN.L01-TO.PA.M.3,Minneapolis
TO.MN.L01-TO.PA.M.4,Minneapolis
TO.MN.L01-TO.PA.M.5,Minneapolis
TO.MN.L01-TO.U.2,Minneapolis
TO.MN.L01-TO.U.4,Minneapolis
TO.MN.L01-TO.U.5,Minneapolis
TO.MN.L02-TO.M.1,Minneapolis
TO.MN.L02-TO.M.3,Minneapolis
TO.MN.L02-TO.M.4,Minneapolis
TO.MN.L02-TO.U.1,Minneapolis
TO.MN.L02-TO.U.2,Minneapolis
TO.MN.L02-TO.U.3,Minneapolis
TO.MN.L02-TO.U.4,Minneapolis
TO.MN.L03-TO.M.1,Minneapolis
TO.MN.L03-TO.M.2,Minneapolis
TO.MN.L03-TO.M.4,Minneapolis
TO.MN.L03-TO.U.3,Minneapolis
TO.MN.L03-TO.U.4,Minneapolis
TO.MN.L03-TO.U.5,Minneapolis
TO.MN.L04-TO.M.2,Minneapolis
TO.MN.L04-TO.M.4,Minneapolis
TO.MN.L04-TO.M.5,Minneapolis
TO.MN.L04-TO.U.1,Minneapolis
TO.MN.L04-TO.U.3,Minneapolis
TO.MN.L04-TO.U.5,Minneapolis
TO.MN.L05-TO.M.1,Minneapolis
TO.MN.L05-TO.M.2,Minneapolis
TO.MN.L05-TO.M.3,Minneapolis
TO.MN.L05-TO.M.5,Minneapolis
TO.MN.L05-TO.U.1,Minneapolis
TO.MN.L05-TO.U.2,Minneapolis
TO.MN.L05-TO.U.3,Minneapolis
TO.MN.L05-TO.U.4,Minneapolis
TO.MN.L05-TO.U.5,Minneapolis
TO.MN.L06-TO.M.2,Minneapolis
TO.MN.L06-TO.M.3,Minneapolis
TO.MN.L06-TO.M.5,Minneapolis
TO.MN.L06-TO.U.2,Minneapolis
TO.MN.L06-TO.U.3,Minneapolis
TO.MN.L06-TO.U.4,Minneapolis
TO.MN.L06-TO.U.5,Minneapolis
TO.MN.L07-TO.M.2,Minneapolis
TO.MN.L07-TO.M.3,Minneapolis
TO.MN.L07-TO.M.4,Minneapolis
TO.MN.L07-TO.M.5,Minneapolis
TO.MN.L07-TO.U.1,Minneapolis
TO.MN.L07-TO.U.2,Minneapolis
TO.MN.L07-TO.U.3,Minneapolis
TO.MN.L07-TO.U.5,Minneapolis
TO.MN.L08-TO.M.1,Minneapolis
TO.MN.L08-TO.M.2,Minneapolis
TO.MN.L08-TO.M.4,Minneapolis
TO.MN.L08-TO.M.5,Minneapolis
TO.MN.L08-TO.U.2,Minneapolis
TO.MN.L08-TO.U.3,Minneapolis
TO.MN.L08-TO.U.4,Minneapolis
TO.MN.L08-TO.U.5,Minneapolis
TO.MN.L09-TO.M.1,Minneapolis
TO.MN.L09-TO.M.2,Minneapolis
TO.MN.L09-TO.M.4,Minneapolis
TO.MN.L09-TO.M.5,Minneapolis
TO.MN.L09-TO.U.2,Minneapolis
TO.MN.L09-TO.U.4,Minneapolis
TO.MN.L09-TO.U.5,Minneapolis
TO.MN.L10-TO.M.1,Minneapolis
TO.MN.L10-TO.M.3,Minneapolis
TO.MN.L10-TO.M.4,Minneapolis
TO.MN.L10-TO.U.1,Minneapolis
TO.MN.L10-TO.U.2,Minneapolis
TO.MN.L10-TO.U.3,Minneapolis
TO.MN.L10-TO.U.4,Minneapolis
TO.MN.L11-TO.M.1,Minneapolis
TO.MN.L11-TO.M.2,Minneapolis
TO.MN.L11-TO.M.3,Minneapolis
TO.MN.L11-TO.M.5,Minneapolis
TO.MN.L11-TO.U.1,Minneapolis
TO.MN.L11-TO.U.3,Minneapolis
TO.MN.L11-TO.U.4,Minneapolis
TO.PX.ALA.M.2,Phoenix
TO.PX.ALA.M.3,Phoenix
TO.PX.ALA.M.4,Phoenix
TO.PX.ALA.M.5,Phoenix
TO.PX.BUF.M.1,Phoenix
TO.PX.BUF.M.2,Phoenix
TO.PX.CLA.M.1,Phoenix
TO.PX.COY.M.1,Phoenix
TO.PX.COY.M.3,Phoenix
TO.PX.COY.M.6,Phoenix
TO.PX.DF1.M.1,Phoenix
TO.PX.DF2.M.1,Phoenix
TO.PX.LAP.M.3,Phoenix
TO.PX.LAP.M.4,Phoenix
TO.PX.WES.M.1,Phoenix
TO.PX.WES.M.2,Phoenix
