"","X","V1","V2","HindHe","Depth","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"PA.BA.AA.U.3",1,"PA.BA.AA.U.3","Baltimore",NA,0,1.28202333308243,-1.48829146520191,1.29462679480117,0.354741104817583,0.308103591497866,0.283843260167356,-0.690809188931022,0.48672060441566,-0.123799249427077,-0.355753450297698
"PA.BA.AA.U.4",2,"PA.BA.AA.U.4","Baltimore",0.6956969576721,96,1.28202333308243,-1.48829146520191,1.29462679480117,0.354741104817583,0.308103591497866,0.283843260167356,-0.690809188931022,0.48672060441566,-0.123799249427077,-0.355753450297698
"PA.BA.LH-3.M.1",3,"PA.BA.LH-3.M.1","Baltimore",0.407094331874519,2244,1.364819000157,0.381598363633551,2.02037596112286,0.572209531786621,-1.88656600780093,1.40527663802994,-1.37945507703431,-1.21009914691227,2.23874115618963,-1.32509587302224
"PA.BA.LH-3.M.4",4,"PA.BA.LH-3.M.4","Baltimore",NA,0,1.28202333308243,-1.48829146520191,1.29462679480117,0.354741104817583,0.308103591497866,0.283843260167356,-0.690809188931022,0.48672060441566,-0.123799249427077,-0.355753450297698
"PA.BA.LL-4.M.1",5,"PA.BA.LL-4.M.1","Baltimore",0.253288013311452,421,-1.00736522701431,-0.994760123338076,2.14276660148106,-2.37429014990447,-2.0093036704746,0.926397364371086,0.78501499681634,-1.17038063750475,-0.885575496632542,0.756955002784615
"PA.BA.RG-1.M.1",6,"PA.BA.RG-1.M.1","Baltimore",0.240547588322182,987,2.47822586961576,-4.41923561516674,0.633766438414423,-1.72927047958427,1.34719791611096,-0.527368085555344,0.637057432782077,0.56236345280856,1.50988493995234,0.528268197212038
"PA.BO.HC2.M.4",7,"PA.BO.HC2.M.4","Boston",0.329684862190069,317,1.64735730389763,-1.77130626009884,1.41595753867416,-0.0821234299308452,-0.897654731776178,-1.94004090345923,-0.732694150273939,0.45761565729183,2.23420884230507,-0.632240413781202
"PA.BO.LC2.M.3",8,"PA.BO.LC2.M.3","Boston",0.21442788202299,790,1.1418871705676,-4.99367951319716,-0.0108631290289694,-0.621574701453259,1.02576585637995,0.409865249120164,0.85051527064584,-0.679394262186327,-1.33537513144095,-1.51214514085232
"PA.BO.LC2.M.4",9,"PA.BO.LC2.M.4","Boston",0.264304740421363,2884,1.70644366323043,-5.29652208352966,-0.496609795761802,0.398504234326311,0.249723939164689,1.18579094881778,0.702072328392376,-0.465235505793135,-0.586190614404357,-0.291989844024249
"PA.BO.R3.U.3",10,"PA.BO.R3.U.3","Boston",0.139116789462443,2108,-3.29501411620093,0.320382871226707,1.50717986246936,-1.306973993706,0.695743468173451,-0.222642809761322,-0.26702776400849,0.729598960432402,-0.273733989103935,0.7911398320829
"PA.PX.ALA.M.2",11,"PA.PX.ALA.M.2","Phoenix",0.459832111867903,2414,0.741010606223177,-3.09587323177466,-1.84461380667826,1.31696733168719,1.25769502970968,1.80938982869992,-0.872674023418747,-0.124034602079723,0.167746929871476,0.717848387071154
"PA.PX.ALA.M.3",12,"PA.PX.ALA.M.3","Phoenix",0.404646271737722,2484,0.9790855456481,0.00152255809843726,1.88545383783169,-0.250656255040403,1.96576999538554,-0.435247715688769,-1.78584116786157,-0.12150417908325,-0.801046176576433,-0.523396563934531
"PA.PX.RPP.U.1",13,"PA.PX.RPP.U.1","Phoenix",0,35,-0.64350208762987,-0.689363071860916,2.07680856091408,-1.09084002126417,-0.561093960104132,1.01046156849541,-0.3589841340517,0.524231846229445,-0.561675524869393,1.26332434026567
"PA.PX.RPP.U.2",14,"PA.PX.RPP.U.2","Phoenix",0,75,1.28202333308243,-1.48829146520191,1.29462679480117,0.354741104817583,0.308103591497866,0.283843260167356,-0.690809188931022,0.48672060441566,-0.123799249427077,-0.355753450297698
"PA.BA.AA.U.1",15,"PA.BA.AA.U.1","Baltimore",0.230332020672546,16994,2.632538091645,-2.69710610484247,1.38857871711918,-1.40569303913394,-0.564780046696298,-2.93689280717571,-0.649383322522188,-1.16924876487725,2.61426020723622,-0.56399572603645
"PA.BA.AA.U.2",16,"PA.BA.AA.U.2","Baltimore",0.441954262232014,2440,2.21706630876432,-0.261991888017821,1.84185718509743,2.07861881981058,0.106979810910714,0.805809094462293,-1.35218916713827,0.24470367735049,1.06113706581941,-0.337552388383574
"PA.BA.AA.U.5",17,"PA.BA.AA.U.5","Baltimore",0.256900368075253,3200,-1.85755618782595,-0.902680918914111,1.69390782560068,-2.23619198440908,1.01654644383689,-0.230008507231292,0.419839742604237,1.20693218447084,0.63148146000316,1.53977919559717
"PA.BA.LA.U.2",18,"PA.BA.LA.U.2","Baltimore",0.369419216912366,14079,-4.86342208666854,-0.477692272763226,-1.70882596939183,1.43174427945575,1.50659957416496,-1.16437069737143,-0.426331306377803,-0.227619736985516,-0.0834079965732554,-0.313137150538521
"PA.BA.LA.U.3",19,"PA.BA.LA.U.3","Baltimore",0.430375135217803,68332,-2.67918112084937,0.843695343012492,2.81198623926187,-0.780746149367032,-0.332727649176486,0.631907313113459,-0.982240239575708,-1.08711716594026,0.596207050787422,0.476450062222684
"PA.BA.LA.U.5",20,"PA.BA.LA.U.5","Baltimore",0.411267640314387,69587,-4.13230503412696,1.07316665426382,1.31412883739386,-0.562041374211465,-1.92848125017853,0.811397812720435,1.56312168013931,-1.48985057143647,-0.470098418937325,0.651140466920263
"PA.BA.LH-2.M.1",21,"PA.BA.LH-2.M.1","Baltimore",0.330422823473584,22768,3.24030162044893,1.20174037626678,3.88737788677355,0.456142271981865,1.95920632986164,-0.439186692225295,-1.27317121999736,-0.669468945756358,-0.5067357822857,-0.28758193220048
"PA.BA.LH-2.M.2",22,"PA.BA.LH-2.M.2","Baltimore",0.375762406942382,134603,3.7304918169228,3.45658066135789,0.906436192217533,3.76719973546132,1.95311692831974,0.78814805194948,3.83217633554867,-2.06764069287151,-1.04878660616403,0.461973722008029
"PA.BA.LH-2.M.3",23,"PA.BA.LH-2.M.3","Baltimore",0.303055335005037,34114,3.20922318921244,2.59622659732359,2.74265215552224,1.7584371053416,2.49019917047852,-1.11149856812562,-0.431496194568944,-3.37761878802653,-0.0786892901367347,0.320135607202865
"PA.BA.LH-2.M.4",24,"PA.BA.LH-2.M.4","Baltimore",0.394098313718916,39818,3.03440415785119,1.07094029821424,1.77439337296832,2.47707634518413,0.568558165133161,1.92518143029414,-1.35066514677586,0.267114508346049,0.749477734673083,-0.542760076653915
"PA.BA.LH-2.M.5",25,"PA.BA.LH-2.M.5","Baltimore",0.506832048935011,374811,1.13594593512031,0.852040151525472,-4.28619270304748,-1.77043585537888,0.069056871806993,0.724393112028124,1.829961541356,0.185399520548991,1.70449872652385,-0.225777454375324
"PA.BA.LH-3.M.2",26,"PA.BA.LH-3.M.2","Baltimore",0.0907933763084016,928,0.279274918048299,-1.20158569414561,1.11674919861617,-2.25541140628505,1.47073074010996,0.258813493349364,-1.52400000314193,0.991280288377589,-1.72637220171574,0.287768401320643
"PA.BA.LH-3.M.3",27,"PA.BA.LH-3.M.3","Baltimore",0.209366924958711,2696,1.42782528748794,-4.71618827522078,-0.0159313816724675,-0.291638808208071,0.260295018182974,0.492879930276567,0.469375432659035,-0.782718394699756,-1.31519483842555,-1.29256979488463
"PA.BA.LH-3.M.5",28,"PA.BA.LH-3.M.5","Baltimore",0.286652761486074,2734,2.33126028309485,-5.26876796463908,0.813857223916449,-1.37874163335667,0.892169433518578,-0.146945720054352,0.404359596832211,0.445215414729738,0.750102270963073,0.29352547272732
"PA.BA.LL-3.M.1",29,"PA.BA.LL-3.M.1","Baltimore",0.338029209763787,23513,-4.30604113528524,-0.561265465835574,-1.7971282100092,1.90499368622284,1.6470037551243,-1.45237843778341,-0.396553974874766,-0.412737448940155,-0.320628780089367,-0.597192377110379
"PA.BA.LL-3.M.2",30,"PA.BA.LL-3.M.2","Baltimore",0.470086069118891,304317,-1.19684426255444,0.881186428042947,-0.637118365017289,-2.59057271246657,-3.8033919885125,0.635945357901404,0.728398266463404,-2.9503583099939,3.11918026541281,-1.04753148942066
"PA.BA.LL-3.M.3",31,"PA.BA.LL-3.M.3","Baltimore",0.426008405988247,76190,-4.64016082910161,-0.32684785098747,-1.50428439757971,1.72627700291355,1.11040350006335,-1.48910424942937,-0.960796557833354,0.543719573501351,0.0659627863370432,-0.140321989119048
"PA.BA.LL-3.M.4",32,"PA.BA.LL-3.M.4","Baltimore",0.368234551115407,42684,3.59529942839067,0.0808323331353915,0.462469553699006,4.24486850367603,-1.52620987223737,0.121668304780174,1.84839778341775,1.12733468209894,-1.00756271038108,1.55676886263024
"PA.BA.LL-3.M.5",33,"PA.BA.LL-3.M.5","Baltimore",0.44964192473323,239041,2.62100097630163,0.223799108402731,-1.92821290732124,0.253840158054923,1.13808568368303,2.46206487090095,2.31343413056501,0.335929653359046,1.34945590364004,1.32914363367046
"PA.BA.LL-4.M.2",34,"PA.BA.LL-4.M.2","Baltimore",0.212054942053987,4828,0.645556337661394,-2.71096236443584,-0.737870162790864,1.78684276178993,0.263313581610643,1.56235412882833,-0.685296632303924,-0.200082309641063,0.905797701388033,0.82666483192946
"PA.BA.LL-4.M.3",35,"PA.BA.LL-4.M.3","Baltimore",0.418313499856015,44855,-5.46947576605271,0.0492438198437702,-0.906267715505339,0.884621651034853,0.699738312247241,-0.768184738303172,0.265442834797702,-0.0201353716041509,0.103228068939095,-0.459257530109943
"PA.BA.LL-4.M.4",36,"PA.BA.LL-4.M.4","Baltimore",0.315078260580472,7882,2.34233880483618,-4.680221024488,1.50783208745739,-1.48370116764332,0.732494894192323,-0.731715497448235,-0.0504693745193827,0.270241779191544,-0.42270888175467,0.0270516303829581
"PA.BA.PIK.U.1",37,"PA.BA.PIK.U.1","Baltimore",0.426990174391444,55413,-4.95065130099321,-0.0689280490070688,-1.01891161856754,1.28863891891805,0.655169303795768,-1.4169383523088,0.332843216881964,0.257238656348034,-0.0920239806162649,-0.660415041610357
"PA.BA.PIK.U.3",38,"PA.BA.PIK.U.3","Baltimore",0.423985050463761,42806,-4.37227464012324,0.628498638068003,0.409404668519409,0.322991993953195,-0.668973254543022,0.370083888639033,0.0776023299860386,1.09865629296665,0.968228574369643,-0.207496301829212
