"","X","V1","V2","HindHe","Depth","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"LS.BO.R4.U.4",11,"LS.BO.R4.U.4","Boston",0.522517472896968,3206,-2.18523850936928,-1.4766912890486,0.33481968839834,-1.25363958795108,-1.59754376436152,0.646731246779579,0.504112032888892,0.813720380263351,-0.338046454564616,-0.858974339814967
"LS.BO.R4.U.2",12,"LS.BO.R4.U.2","Boston",0.406291587450073,3737,-0.79446968605189,-0.605592080738343,-0.272492621125523,-1.14134421933321,-0.835685348577923,-0.121377791556778,0.429925479512719,-0.745019265229917,-0.192400441206196,-1.80488778577228
"LS.BO.R4.U.1",13,"LS.BO.R4.U.1","Boston",0.389497152787008,1996,-0.634487283036387,-0.227892933740332,0.083901901904841,-0.665974400407071,0.473244463386975,-0.32854792865895,0.438049863199927,-0.345261765411105,0.212437912190633,-0.603669600298339
"LS.BO.R3.U.2",14,"LS.BO.R3.U.2","Boston",0.37201180634006,4199,3.77768715639617,-0.195038794448147,1.12740602046863,0.0534115965292697,-0.685494827015139,-1.42264219702624,0.767882522948129,-0.27142738416148,0.150407805549324,-0.119459670204783
"LS.BO.R2.U.1",15,"LS.BO.R2.U.1","Boston",0.202675608857641,319,0.0504190824545155,-0.045925082560713,0.831809279761057,-0.328610495559113,0.747461463246824,-0.115102462947184,-0.390317890945113,-0.131622140802939,-0.0335156859515984,-0.390129089319322
"LS.BO.LC4.M.5",16,"LS.BO.LC4.M.5","Boston",0.310970140016082,721,-0.404975582655675,0.244971199199702,-0.250783804032256,0.0184950529808522,-0.241006336691093,0.15393086230607,0.700936587932852,0.203249291468313,0.113330671444046,-0.661346450996366
"LS.BO.LC2.M.1",17,"LS.BO.LC2.M.1","Boston",0.445268604934524,2464,-1.36856654005118,2.34505333348642,-0.0847957124488471,-0.601486045181687,-0.937580550251041,-0.282041850375328,-0.641351708840226,0.29589047410759,0.237063952444379,-0.184699474406257
"LS.BO.I4.U.1",18,"LS.BO.I4.U.1","Boston",0.253345316986258,11788,0.112385499509242,1.15055614932625,0.135089885852762,1.25339405464146,-1.52979528177733,-0.611694841211954,-1.98495143805797,-0.516968120897092,-0.895799762807023,0.599721332603931
"LS.BO.HC4.M.4",19,"LS.BO.HC4.M.4","Boston",0.522227816526791,1533,0.649124678592563,-0.266287844584883,0.262716651005265,0.454161739862464,-0.718810414610465,0.697385441921196,0.337904660383114,0.118751314991442,-0.164395987285654,-0.557649845872722
"LS.BO.HC4.M.2",20,"LS.BO.HC4.M.2","Boston",0.221099925154227,4464,-0.789458295757223,-0.240097891914957,-0.802498645063013,0.744256383723532,-0.285795801685607,-1.32916961619508,-2.49411938141908,-0.117486601046175,-0.43858115340105,0.749044807371567
"LS.BA.WB.U.5",21,"LS.BA.WB.U.5","Baltimore",0.334367442211639,13338,0.0737222122168185,1.05996267315675,2.21149281059238,0.774218193779843,-1.90842010648412,0.655208832486255,-1.38738045509999,-0.984756542678815,-0.922310304514275,-0.153393481538264
"LS.BA.CP.U.2",22,"LS.BA.CP.U.2","Baltimore",0.506043432769187,184748,-2.11231537929937,3.3346184510379,-0.841156561681838,-0.484835470455771,0.447740627320495,-4.63944359822865,-1.85574736124959,-1.14519187523346,0.94431326371652,1.55633479028449
"LS.BA.CP.U.4",23,"LS.BA.CP.U.4","Baltimore",0.454454905097498,152873,-2.15426889143987,3.26631478800886,0.0709962838685503,-0.985008296476911,-1.24408095541124,-2.96615425715136,-2.16119395884687,-2.49209167468898,0.0540042462017606,-0.941958892276883
"LS.BA.CP.U.5",24,"LS.BA.CP.U.5","Baltimore",0.539646291758033,173944,-2.00399853084337,3.02780116216951,0.25487564475147,3.90963724555181,0.826593823771537,1.62615163558382,0.557817523525886,-2.14851225800571,-1.49539370869202,-1.1955556641417
"LS.BA.DHI.U.2",25,"LS.BA.DHI.U.2","Baltimore",0.329893127751788,16549,-0.911793416833058,0.734933228150911,1.78993160764649,1.06925410506776,1.44969415122781,1.20175510358299,0.168515258167873,-0.721462075698853,-0.0599944981465526,-0.840982486517671
"LS.BA.GA.U.1",26,"LS.BA.GA.U.1","Baltimore",0.52333410039446,221719,-2.57132137785575,2.78840105574117,-0.148652930713808,-1.09014004721122,2.45201321136795,-0.235499854811743,2.68784292639923,1.78206113826552,3.38147298771111,3.21320863978282
"LS.BA.GA.U.3",27,"LS.BA.GA.U.3","Baltimore",0.42025647490301,86225,-1.9336295255933,2.26091322586685,0.391675795543255,-1.87954445571971,-0.770990997456926,1.94601433357411,1.37688547789627,2.88672370879319,2.29332696145875,1.91091291593211
"LS.BA.ML.U.2",28,"LS.BA.ML.U.2","Baltimore",0.447874311346802,136485,-1.94660459150326,2.16928255732634,-0.419960987738108,0.625415336510289,2.03757198042092,-2.00494342622943,0.674044166642603,0.386447656165082,-0.859877474781148,1.88499552609418
"LS.BA.ML.U.4",29,"LS.BA.ML.U.4","Baltimore",0.52738951813477,165213,-2.11824785605724,2.52823199318928,3.19835184813771,3.04172682083225,0.0147023566845943,3.76651705138583,-0.643007487301548,-1.68869917766035,-0.984330818892342,-2.80055922272786
"LS.BA.ML.U.5",30,"LS.BA.ML.U.5","Baltimore",0.40384565858476,119521,-2.51481407607282,3.78425206378078,-2.17071246908527,-1.2101073865005,-1.58825855676583,-4.10171425096589,-2.51289040755244,-0.035351442242826,-0.248803556509362,-0.422616265575933
"LS.BA.PIK.U.1",31,"LS.BA.PIK.U.1","Baltimore",0.504800750755274,106431,-0.785646417714863,2.39863192900977,1.70143763236487,0.867637109217507,1.38225025206039,-1.08672433744717,1.31862133710552,-0.18985892097223,-0.705322217556995,0.745512123156773
"LS.BA.PIK.U.2",32,"LS.BA.PIK.U.2","Baltimore",0.413721154366628,72164,-1.60373613681181,2.65396520620899,0.333141846020696,-0.854430948887449,1.37216147548507,1.42450685006112,0.844261229978513,1.66421661112075,-0.588030430248629,1.89304158662796
"LS.BA.PIK.U.3",33,"LS.BA.PIK.U.3","Baltimore",0.403952675496161,134198,-2.47478607050324,2.70471526215953,0.0418472734573583,-2.50348064976202,1.08322236118062,-0.69001576417727,1.48070211431409,0.430174051014559,-1.70444243935442,1.59558687091193
"LS.BA.PIK.U.5",34,"LS.BA.PIK.U.5","Baltimore",0.479821472407201,136193,-2.36959158652826,2.75867289571492,0.361247767779222,-2.56900751899217,0.847450755016114,-3.30923497868915,1.82029781051075,-1.52270882083393,-0.942934896301889,0.217707462650948
"LS.BA.PSP.M.1",35,"LS.BA.PSP.M.1","Baltimore",0.52147333129468,195608,-2.41335536184088,3.17915232659131,-0.14749858624248,3.95644348513221,1.74975793216849,0.957054507224197,1.18674561285058,-1.33541052876045,-0.699560505279238,-0.566403892551747
"LS.BA.WB.U.1",36,"LS.BA.WB.U.1","Baltimore",0.25162791265116,16988,0.294503046882954,1.76482187531766,1.82623442580462,1.49298454740528,-2.68684305928141,-0.0226576100590719,-1.69087880518422,-2.03615451957274,0.264497128342781,-0.661016364303519
"LS.BA.WB.U.2",37,"LS.BA.WB.U.2","Baltimore",0.417042498731022,147138,-1.80211280191727,3.19499284957959,-1.08110645264413,-1.34830483101219,-2.10586764907551,-4.0030904810654,-1.84585671295042,-1.7408961134988,-1.81461669261922,-0.00581783542785294
"LS.BA.WB.U.3",38,"LS.BA.WB.U.3","Baltimore",0.53318026981918,172790,-2.53004685583268,3.27299731537452,-2.03321244021214,2.83206846361124,0.0591413736536997,-3.2945251969277,-2.41554109041782,-2.31392125535695,-0.910213856684177,0.449940676745626
"LS.BA.WBO.U.3",39,"LS.BA.WBO.U.3","Baltimore",0.536725986625938,185849,-1.18392705912344,2.85338818510519,0.928104207676061,2.77510784192461,-0.994446590159225,-3.55304704774984,-1.02813706904435,-3.50733822138615,-1.50745280032184,0.200258508615455
"LS.BA.WBO.U.5",40,"LS.BA.WBO.U.5","Baltimore",0.388521105314633,40531,-0.981878096289419,0.504933157759382,1.31432719532272,-0.288941670007131,0.27420679544883,1.62905288663977,-0.0798483251416252,0.341669467475567,-0.286783734722348,1.79680734187672
"LS.BO.HC2.M.5",41,"LS.BO.HC2.M.5","Boston",0.328244622074199,70,0.0492859873130579,0.0836117614092629,0.314158968344776,-0.214263824550872,0.0210907643970745,0.14166472062959,-0.0704562224933135,0.114400636313178,0.0705433165198333,-0.142116730364301
"LS.BO.HC4.M.3",42,"LS.BO.HC4.M.3","Boston",0.28093216719198,28385,-0.853021647462503,-0.462743258431591,-0.75876528082917,1.61230970287731,-0.135736487754551,-1.76148648164617,-3.55789608019328,0.0057970556820001,-1.11773387600209,0.827379062821428
"LS.BO.I1.U.1",43,"LS.BO.I1.U.1","Boston",0.275233888223356,3507,-1.86490549069846,0.367485715893335,2.00694754071209,-0.226913033252456,-0.148914540469888,2.51660681205543,-0.173134904139202,0.887315719650686,0.395966588190614,-0.363111214512375
"LS.BO.I2.U.1",44,"LS.BO.I2.U.1","Boston",0.391469945268172,3956,-0.140112581251147,-0.928613823619626,-0.0460378713730371,-0.837872681283606,-0.558663864724887,0.512439988941937,0.604497452979056,-0.355289669957439,0.292674707055274,-0.89932931388967
"LS.BO.I2.U.3",45,"LS.BO.I2.U.3","Boston",0.608634960412592,3786,0.212058035442313,0.48356461737765,0.941313422146952,-0.156470330064164,-1.09018305681354,0.130403855224645,-0.730338384828533,-1.68922187229714,0.531401610613377,-0.10327457811974
"LS.BO.I2.U.4",46,"LS.BO.I2.U.4","Boston",0.491058026793376,3584,-0.611661155060376,-1.1619662897421,1.18380001047909,-1.73752654465082,0.203530008300835,0.59060132761419,0.462199258306222,-0.327432471929632,-0.453934260236316,-0.113696936739065
"LS.BO.I2.U.5",47,"LS.BO.I2.U.5","Boston",0.497379272107276,5976,0.358625510776711,1.47066545132036,-0.816014122500115,-1.61042144233665,-0.875162389977669,-1.46955210722937,0.128856136538516,-0.18843327340825,-0.323858184622065,-0.870244357302795
"LS.BO.I4.U.2",48,"LS.BO.I4.U.2","Boston",0.678497927009788,5875,4.01242185287257,0.301806622230848,0.476928580388846,0.0969252021282571,-0.828173256559728,0.104710638988903,-0.12054693115935,0.402394823318105,-0.322352432546996,1.27307998229896
"LS.BO.LC1.M.2",49,"LS.BO.LC1.M.2","Boston",0.471569090502502,36767,-1.37976194334492,2.20517615551373,3.13552293558117,1.28614014688788,-0.712254775331482,2.7395267044033,-1.14268569650171,-1.06506294485797,-0.729983383539793,-0.968672112094214
"LS.BO.LC4.M.2",50,"LS.BO.LC4.M.2","Boston",0.480412691782043,6666,-0.701677948655021,-0.402349744929869,0.277751893147104,-0.690413352559235,0.153410227429796,0.728384894787619,0.77796021722031,-0.621478158711685,-0.849201094858182,0.378271184484638
"LS.BO.LC4.M.3",51,"LS.BO.LC4.M.3","Boston",0.534238228439079,3108,-1.02925355453637,-0.876397754504887,1.82635908534035,-0.0913970599780569,0.495185312400436,0.995407125960142,-0.429932715633154,-0.517745472336258,-0.460648159884715,-0.0515092579384255
"LS.BO.LC4.M.4",52,"LS.BO.LC4.M.4","Boston",0.612109195706107,3588,-0.568838805176722,-0.020966732759495,0.438410610106448,-0.0200429976712419,0.314857383258367,0.205311451959458,-0.0373478916321458,-0.367446401523331,1.28352471292997,-0.00437227557950781
"LS.BO.R1.U.1",53,"LS.BO.R1.U.1","Boston",0.546839623938238,2720,4.1465809389826,0.838123183610896,1.55700428972762,1.34010522502268,-1.44900759577869,-0.760849781603137,-0.0118955215746468,-0.843377026807507,0.251766390570171,0.117499053177407
"LS.BO.R1.U.2",54,"LS.BO.R1.U.2","Boston",0.509564763814721,4622,-1.26163563441718,-0.469444841476819,2.21081363683195,-0.576987396503405,0.388349170351174,1.65613324074089,-0.857757516966327,0.920703187103058,0.0384180380031628,0.655522650298319
"LS.BO.R2.U.2",55,"LS.BO.R2.U.2","Boston",0.302897857348044,1317,-0.510339910733154,-0.237039121146634,0.952607086371459,-0.752211259509848,-0.504801376069915,1.23362576519387,-0.105673604968455,-0.503924758878175,0.237212701049197,-1.49881924865281
"LS.BO.R2.U.4",56,"LS.BO.R2.U.4","Boston",0.303548708242052,2115,-1.50305403337121,-0.9283571828745,0.851781229464932,-0.501829097530164,-1.21597736773438,0.660748827795216,-0.42691769794904,0.0229142236567096,-1.08017969803331,-0.461027375067436
"LS.BO.R3.U.1",57,"LS.BO.R3.U.1","Boston",0.462529343330966,151536,-1.97599609272729,3.00121798003013,1.70630430467178,1.66006912492595,-4.04005547995685,3.97072225628497,-1.47156585495884,0.027407531220896,0.599783008520861,-2.37494621111238
"LS.BO.R3.U.3",58,"LS.BO.R3.U.3","Boston",0.39729673326243,195085,-1.05495527214638,2.94926344889616,2.22875982802245,3.44651824510092,-4.18668789158956,1.37942010399463,-1.63954584615392,-3.82393939573788,-0.29753502536034,-2.17054741058749
"LS.BO.WL1.M.1",59,"LS.BO.WL1.M.1","Boston",0.61111073350266,2372,0.107312943317651,0.709980615693819,0.551576317621532,-0.770979037779931,-1.08741570868365,-0.765049847451905,-0.212048813520023,0.0741187142582317,0.456478437482455,-0.422508251542854
"LS.BO.WL1.M.2",60,"LS.BO.WL1.M.2","Boston",0.54126959008073,2015,-1.29394309323449,-2.13361547426996,1.96047550844754,-1.50232062094857,0.851549012499905,-0.213924139455421,-0.517160244887561,-0.831768845018545,0.214246746059807,0.193784744352569
"LS.BO.WL1.M.3",61,"LS.BO.WL1.M.3","Boston",0.403682330818532,5437,-1.6010352508707,2.14644396432627,-0.958358779378008,-1.03543980128777,-0.598726677901573,-1.43778053311721,-0.91337161352203,0.436973085122518,-0.166921498251732,-0.542532787802544
"LS.BO.WL2.M.2",62,"LS.BO.WL2.M.2","Boston",0.392730116502879,6310,-2.12538313816623,-0.869551623335302,1.81688279474651,-0.728400905300262,-0.735157116149249,1.88854433223253,0.195986235814763,0.327535445950721,-1.04660460306126,-0.696807080963429
"LS.BO.WL3.M.1",63,"LS.BO.WL3.M.1","Boston",0.363206116615947,23640,-0.600444303999855,0.572629158460599,2.34529951915294,0.776124276332462,0.0630142348001069,1.32181190252763,-1.29844276260642,-0.801809269301951,-1.51076525637358,0.795004169401535
"LS.BO.WL3.M.3",64,"LS.BO.WL3.M.3","Boston",0.405904465262231,133238,-2.09191927764382,2.25934280529532,-0.937245562646081,0.703682268257158,1.84416966307034,2.32970114919277,2.59918171823438,0.349751037630563,-0.425671143595185,2.23502623937509
"LS.BO.WL3.M.4",65,"LS.BO.WL3.M.4","Boston",0.533618254323077,244241,-2.21528515940479,2.43111501471592,-1.50563946415575,2.62183453112345,3.25117814867742,1.20685148052912,2.29561199706576,-1.0950120378954,-2.11232824744682,2.02539272759993
"LS.BO.WL3.M.5",66,"LS.BO.WL3.M.5","Boston",0.396134267150368,57683,-1.80712371833388,0.800968573792809,2.03823374395081,-1.87893393945462,0.620621985794857,-0.626341337279786,-0.492449246383755,-1.37511522431425,0.328505884526214,-0.123164352627375
"LS.LA.ARR.U.1",67,"LS.LA.ARR.U.1","Los Angeles",0.44185138131693,154140,-2.87771481675918,-2.74059085035357,-2.062693787569,0.646360736907748,-2.99769275107574,1.07854741363379,0.91995979850847,2.45728381981561,-1.07328783213978,-1.95620584725867
"LS.LA.ARR.U.2",68,"LS.LA.ARR.U.2","Los Angeles",0.536521592617186,239842,-2.98799970470903,-2.99724325838797,-3.79107355984991,3.22513283611323,-0.520283914002945,-0.174750170937999,1.54448623064312,0.430243576700976,-3.03262603604352,-1.51335625601699
"LS.LA.ARR.U.3",69,"LS.LA.ARR.U.3","Los Angeles",0.522122692042307,188177,-2.7386812525841,-4.13645032884762,-1.43114505182063,0.976043001191498,0.175902385013167,-0.847024530118095,-0.271890698484476,0.0161612898443099,4.4581476353214,1.55262325551033
"LS.LA.ARR.U.5",70,"LS.LA.ARR.U.5","Los Angeles",0.459020119265069,163792,-2.91670397019344,-2.89341298194192,-1.97687457805672,-0.260064002986527,-3.0879432831106,0.738293455852915,0.428986677099117,2.43629759999681,1.00090359280775,-0.944604213250364
"LS.LA.ESM.M.1",71,"LS.LA.ESM.M.1","Los Angeles",0.416215333986221,33764,-1.81185338251127,-3.07290349471799,1.70391785372289,-0.705647907579253,0.677080834220016,-0.167196720233355,-2.35234332047323,0.564755615498551,-0.45689739758016,1.09763680372485
"LS.LA.ESM.M.2",72,"LS.LA.ESM.M.2","Los Angeles",0.354443479459613,41231,0.745657599775884,-2.1675339470525,2.14093682920318,-0.464937182635698,0.792090098440392,-0.00823942168511028,-1.42869753064055,2.36780091716442,-0.351608528138976,1.46527815288818
"LS.LA.ESM.M.4",73,"LS.LA.ESM.M.4","Los Angeles",0.385899249319598,29513,-0.759832986201937,-2.35276035544991,2.78283294233377,-0.243484610885131,1.87563523973588,0.0758795963287519,-0.470487014360581,1.31542711337437,0.324232791122089,0.304175018318739
"LS.LA.ESM.M.5",74,"LS.LA.ESM.M.5","Los Angeles",0.543638950205058,210420,-2.54347630207585,-1.59736186575142,-3.34599946555694,3.8707034356274,-0.840264101941285,-2.02884718606724,-4.53259600236294,0.590814398396046,-0.874449373825758,1.20788173626672
"LS.LA.FIG.U.1",75,"LS.LA.FIG.U.1","Los Angeles",0.430379773734775,108479,-3.03914448099087,-2.9515530343291,-1.76955931572639,-0.871662952921986,-1.12662163809266,-0.372871163697291,2.48881184783274,-0.946918842397668,1.3977403998993,0.621844931807871
"LS.LA.FIG.U.3",76,"LS.LA.FIG.U.3","Los Angeles",0.520219989665715,140735,-2.91058278235328,-2.65429928559715,-2.02032851979146,-0.030719285626668,0.294863371520405,-0.160196461839772,1.93417197475683,-1.91412232557165,1.66949303671972,1.541782372314
"LS.LA.FIG.U.5",77,"LS.LA.FIG.U.5","Los Angeles",0.466046779858589,143220,-3.00403720520637,-2.62128633226147,-3.20109954522619,0.687513114339329,-2.2228723022547,0.499615732629094,2.21239274449461,-0.381286554287628,3.56726466571956,-0.280421026978969
"LS.LA.GLO.M.3",78,"LS.LA.GLO.M.3","Los Angeles",0.388177668274422,12428,1.03580136597177,1.44311036020914,2.00681928013863,1.1294162161338,-1.81245931363501,1.40848194443912,-0.393911537577872,-0.0855099982391879,0.51692679751743,-0.338369335932957
"LS.LA.GLO.M.5",79,"LS.LA.GLO.M.5","Los Angeles",0.29090113711248,2837,2.90756086211922,1.19504237928961,1.59535438913899,1.62387321892295,-1.83520505705666,-0.653625367560073,-0.515219564553569,-1.44952557848749,0.14577548966622,-0.229878056218792
"LS.LA.GRI.M.1",80,"LS.LA.GRI.M.1","Los Angeles",0.441215591477925,57593,-2.56195520022909,-3.1649064648519,1.45153369861722,-2.88367631635845,-0.541431150094187,-0.188039349660563,0.942590239151836,-1.09285411360276,-0.607788981160544,-0.375845831103215
"LS.LA.GRI.M.3",81,"LS.LA.GRI.M.3","Los Angeles",0.492215758665543,62544,-1.75283389925397,-2.41027615166006,1.45486998370796,-2.09951315896194,-0.0230991813191996,-1.71976566576767,1.11563594567905,-0.447910487770109,-0.793604750117946,0.614505329092562
"LS.LA.HOW.U.1",82,"LS.LA.HOW.U.1","Los Angeles",0.32586062739078,31698,-1.84534835515474,-2.82169268858019,1.64590485017935,0.0680218856079648,-0.187336443701143,-0.0755602014587965,-0.655917859133477,0.710395451995356,-1.44537801295603,-0.141153740454268
"LS.LA.HOW.U.3",83,"LS.LA.HOW.U.3","Los Angeles",0.506910124463322,154007,-2.40691218834469,-3.3374642466098,-0.520938907097371,2.511129996277,1.44809055804107,0.168361462261956,-2.23659082901071,3.79428914164804,-1.29122645356251,0.363745404195361
"LS.LA.HOW.U.4",84,"LS.LA.HOW.U.4","Los Angeles",0.542893566742894,214640,-2.99787378115336,-3.15901878705309,-2.45089024656851,2.88097017446069,0.938759798998814,-0.552662216574983,-2.3195754343071,0.197939765193682,4.37415385149624,0.421900269693643
"LS.LA.HOW.U.5",85,"LS.LA.HOW.U.5","Los Angeles",0.319817292538135,65120,-1.41609083712017,-1.77402776974335,0.341321566416088,-0.572194277919047,-0.735005779618894,0.137994557847112,-0.0772686862574093,2.50986869149384,3.09095035093618,0.149088086280616
"LS.LA.MAD.M.1",86,"LS.LA.MAD.M.1","Los Angeles",0.463999252133973,152061,-0.958815617841691,-3.03022297288186,-0.236198089943114,-1.62797953821199,0.628282836739036,1.31600516443992,-1.53291725770474,-3.17408128755156,4.3028439194475,0.341159167342561
"LS.LA.MAD.M.2",87,"LS.LA.MAD.M.2","Los Angeles",0.545149253522125,181215,-0.466968899929214,-2.60076498052364,-0.547033369533186,0.277014355291787,2.19975639092025,0.764245786017369,-4.0059119950084,-2.69372854119487,2.03950295928325,0.495979737516109
"LS.LA.MAD.M.4",88,"LS.LA.MAD.M.4","Los Angeles",0.437294546781937,81095,-0.659805670119852,-2.95302424085889,1.81957416345715,-0.162756309748009,1.84042005108511,0.567893753914605,-0.162200432963792,1.7984802210802,0.604288364259552,-0.367243754695134
"LS.LA.NAV.M.2",89,"LS.LA.NAV.M.2","Los Angeles",0.370007629830814,41329,-0.463718183605144,-3.40476280662702,2.29685607843243,-1.04499350465925,1.69528913776791,-0.249386415549515,-1.43747637147222,0.87982722710117,0.771991217752718,0.383994931510807
"LS.LA.NAV.M.4",90,"LS.LA.NAV.M.4","Los Angeles",0.534580130477275,248002,-0.531257438293645,-3.38781808235886,1.34963743123348,2.39765801863257,3.29717423656185,-2.96221195441093,-1.08402886615364,-0.030021580689149,-0.614122705515085,-0.118874111553336
"LS.LA.NAV.M.5",91,"LS.LA.NAV.M.5","Los Angeles",0.533110343571694,186336,-0.852928467923673,-3.96188535652194,0.449193897066323,-2.44019041651791,2.13207221746182,1.64710375041538,-1.71702294236291,-4.56144585759823,2.37882223415467,-2.29938053238627
"LS.LA.NVR.U.1",92,"LS.LA.NVR.U.1","Los Angeles",0.524504183251227,179042,-1.93365310827759,-3.10778640852294,-0.573396823546807,2.98849776945286,1.61960899102965,-1.64473951268726,-3.50679078728031,4.21883185688046,-0.328195204872785,1.55140062281882
"LS.LA.PAR.M.2",93,"LS.LA.PAR.M.2","Los Angeles",0.397036539509582,50396,-2.26517864660863,-3.58898595894108,0.987155449484692,-2.24163661123517,-0.192925136373988,0.325353143836543,0.261905912837331,-1.72587719673853,0.753456671470246,-0.66472740897833
"LS.LA.PAR.M.4",94,"LS.LA.PAR.M.4","Los Angeles",0.5518626915759,189822,0.294774721481368,-3.02677419929101,-1.17638459064323,-1.09027431209136,2.13678574106451,0.67199170193108,-2.83524408388452,-3.92539011679076,4.31521345061275,-2.82815205353192
"LS.LA.SAN.U.1",95,"LS.LA.SAN.U.1","Los Angeles",0.535113591176192,184390,-3.0606540976224,-2.93026446019329,-1.8642116623556,3.5146224561286,1.75302275733145,-0.204375801520364,0.102908759161577,-0.234426900587022,-0.610093086353741,0.191930552363529
"LS.LA.SAN.U.2",96,"LS.LA.SAN.U.2","Los Angeles",0.430215027643438,229512,-2.12318015625291,-1.92365096041574,-4.27071301141196,1.53688543608848,-2.69640458666864,0.094304746290579,1.44276004323683,0.973528617110495,4.25670221677719,2.38002857254296
"LS.LA.SAN.U.3",97,"LS.LA.SAN.U.3","Los Angeles",0.437755836284607,62855,-2.13796375481159,-3.18469655765798,1.8872978810209,-1.67113703384116,1.4367329914896,-0.376337192443911,-2.27416274455366,-1.21873506326238,-0.261770902004446,0.275776373227491
"LS.LA.SAN.U.4",98,"LS.LA.SAN.U.4","Los Angeles",0.409528689767391,85339,-2.94178681899025,-3.32544127721765,0.117258359522329,-3.18110710985306,-2.2820841171268,0.126095522807251,3.70560334799384,-1.36746403496557,-2.13991932578177,-0.427053542379061
"LS.LA.SAN.U.5",99,"LS.LA.SAN.U.5","Los Angeles",0.507050141658804,169946,-3.06104879049822,-2.57425627477978,-2.7514246101456,2.2858328295476,-0.46599286299168,-0.621188503140894,3.63123410412707,-2.26416365142973,-1.88887234193671,-0.671561438535582
"LS.LA.SHO.M.1",100,"LS.LA.SHO.M.1","Los Angeles",0.286067487316656,40257,-2.67026514630926,-2.02496077349758,0.263428158514389,-3.21843499642551,-1.54367855714061,-0.335302640807624,0.740670271926423,0.121049971073301,-1.9251642885377,-0.410582551496655
"LS.LA.SHO.M.2",101,"LS.LA.SHO.M.2","Los Angeles",0.444745974088363,114671,-2.44936917251376,-3.35067012581812,0.0444340249110947,-1.00861632117898,-1.19586176041092,-0.679843561247986,-1.23038327202834,0.0596570139253185,-0.413176295518009,1.25670271072827
"LS.LA.SHO.M.3",102,"LS.LA.SHO.M.3","Los Angeles",0.544067015645359,192971,-2.86429672836196,-2.38777873778223,-0.790969015523173,1.88043476680903,1.41431466263201,2.43343380665878,-0.00854314129792338,-1.13798767575943,-2.35004538084529,-0.702858358086642
"LS.LA.SHO.M.4",103,"LS.LA.SHO.M.4","Los Angeles",0.421374221006232,15778,-1.89115016777222,-3.16769622816697,1.42397906342032,-2.70246258914828,0.244612840972352,0.552777138855766,-0.0752838708467527,-1.39287991304772,0.207389605850885,-0.434081719053801
