"","X","V1","V2","HindHe","Depth","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21"
"TO.BA.LH-2.M.1",27,"TO.BA.LH-2.M.1","Baltimore",0.512701145493266,264094,0.388499237809207,-0.412885531073678,0.845494085379548,-0.504614741506757,1.16397227042595,1.68922451566298,-1.17960896148287,0.52094062477849,-0.387046370206572,-1.05690303495185,-0.601113556966773,2.77707882796626,1.15921741005531,2.84746297041186,-0.189101661756925,0.863544776403805,1.5834938029961,0.445361231769963,0.847649906592476,2.20420488544201,-0.590415318885361
"TO.BA.LH-2.M.2",28,"TO.BA.LH-2.M.2","Baltimore",0.545363324768205,277218,2.67993170957821,0.458267393262327,1.93830747130461,4.14751968357404,1.08429959825623,0.0789033320015649,0.184758211340778,-0.743600258467012,-1.2883290919536,0.575530746252918,0.0384836258799664,0.424208446846716,-1.3442968598541,-0.976808624485121,-0.512583013486912,0.396777163466581,1.98757031633837,0.847285689212964,-1.38800295610973,0.338016216577448,0.760402791127208
"TO.BA.LH-2.M.3",29,"TO.BA.LH-2.M.3","Baltimore",0.270241202117084,32414,0.107976999353131,0.648991801402879,1.13643677603183,-1.06151860209483,-2.26605944245754,-1.88729786432995,0.904307656277588,3.07656578795542,1.34841258018187,-0.644203771058961,1.28030723623649,-0.765018301993048,0.179891517155727,0.050597754034378,-0.14132340917769,-0.634013051617721,0.493398822312412,0.369865453928798,0.0683821276944432,0.278320379391,0.0900664236871574
"TO.BA.LH-2.M.4",30,"TO.BA.LH-2.M.4","Baltimore",0.473986088533705,235059,1.5986086970071,0.258659354262023,-1.32701397790864,-2.09359745820113,-1.62537279143186,-0.988680867212979,-1.24855108694085,-2.5842512836659,0.287286378689773,1.82196431255163,-0.081923783250166,0.570852160603433,1.35704703621731,1.22231442894373,0.402347192362571,-0.958155782159425,-0.375619102960949,-0.29294353085334,0.422602604089965,-0.521713630458966,0.138576206243661
"TO.BA.LH-3.M.2",31,"TO.BA.LH-3.M.2","Baltimore",0.47891379048418,193345,1.07271146735727,-0.10606563837723,0.0167375549378498,-1.29289027862473,1.74207087289738,-1.07801425821716,-0.267114449411794,2.03011364536861,-4.21141366510015,0.533309135572925,-2.05574440867435,-0.594085010301173,0.368835918904621,-1.83973807125751,-1.07572891873733,0.843271768184667,1.01867146126552,1.36961740265859,0.288820795550177,-0.0894708709439371,-0.0123579975450096
"TO.BA.LH-3.M.4",32,"TO.BA.LH-3.M.4","Baltimore",0.469494018791501,340907,1.62469750845354,-0.184966525884564,-1.88067827017443,-0.911270125591798,1.31708693753988,-2.47166714581904,0.700717930856313,3.53986797688302,-5.17324691347417,0.571870562100643,-1.76856179339609,-1.63283627640901,1.18290650138775,-1.44707694338975,0.0708299921552942,1.97407747117092,-1.80300031507363,-0.00954480841472224,0.290341689423889,-0.0954082014078078,-0.022691188810629
"TO.BA.LH-3.M.5",33,"TO.BA.LH-3.M.5","Baltimore",0.542113236555046,299894,1.51580856117571,-0.420819700630687,-1.17525920806537,-1.24149623747381,2.55197110065656,-2.82837743140518,0.655400595354181,4.10008525653332,-2.00895715304295,-0.329231352725792,-0.600011015385037,-0.284561852640669,1.48718287859071,-0.88758984875063,-0.655235961893775,1.95995651668995,-0.884766314055042,0.748345343346355,1.3245548547825,1.06781847677534,0.319241915388311
"TO.BA.LL-3.M.1",34,"TO.BA.LL-3.M.1","Baltimore",0.44079110407639,188905,1.48666763015476,0.21460991921692,0.196427726463578,-1.96216720506762,1.37656161426475,-1.61680052924537,0.142517445498104,0.349401793026061,2.29031740505236,-0.563163055069191,0.952887145176823,-0.177761041940622,2.09000133104631,-0.341105909719238,-0.776873239870479,-1.60905198244652,1.44538768728135,-0.78370224463166,0.340752889523519,0.354167177037806,-0.427281947985162
"TO.BA.LL-3.M.2",35,"TO.BA.LL-3.M.2","Baltimore",0.466908370800833,107185,0.404953740766025,-0.00258863813307501,1.1908656426771,-1.24883430376709,0.935801282332014,-0.101820229606903,-0.482463799215107,0.384728378155595,-2.98002825525555,0.521359408230003,-0.0547215871698207,0.303324143481559,-0.29036268459233,-0.575347978105259,-0.455606598026175,1.29215433084621,-0.103986008624271,0.584248982932942,-0.823638241574158,-0.371377304981404,0.359660161841729
"TO.BA.LL-3.M.4",36,"TO.BA.LL-3.M.4","Baltimore",0.495424146153177,287542,1.40905600135336,0.692231507550273,-4.00799003373298,-0.302578153324431,-0.285386913115672,-0.77475741394897,0.995031587213954,0.590226584968906,1.39693483780624,-0.0684432769346071,-2.06346858722463,0.843732173185546,-0.348691107995852,-0.668568451449814,-0.333385429405627,-0.0184283663556078,0.871869380801887,-0.123710977807142,1.07451918505316,0.297302565763454,1.21822186228501
"TO.BA.ML.U.1",37,"TO.BA.ML.U.1","Baltimore",0.420699632913342,110893,0.726631281857989,0.48751036872337,1.85365266232248,-2.70577620691462,-1.22546283086308,-2.45149318111258,0.0707554767654705,0.214436985389298,0.441906900189962,0.227849658434859,0.865803936992248,-0.0495827588224799,0.488004855304119,0.787962681553862,0.421145815362119,-0.508133926720792,-0.0480692985180689,-0.0552095058166938,0.147470058278876,-0.138527793513524,-0.214305443556978
"TO.BA.ML.U.2",38,"TO.BA.ML.U.2","Baltimore",0.50692514358145,286805,1.66152756363944,0.549050667816182,-4.00544056211056,0.126906455604214,-1.9295194157508,0.210805406109703,0.320432201393932,3.62461808477479,3.08497879358062,-0.96171707273485,0.359373194276964,0.296225116526214,0.312328499453618,-0.601529066205889,-0.0965521628555991,0.850107423907218,-0.244083774583638,0.82169776460446,0.121211981803966,0.077349858765839,0.330324941827781
"TO.BA.ML.U.3",39,"TO.BA.ML.U.3","Baltimore",0.424757772489554,107685,0.122009277368374,0.46923686874338,2.69109812232903,-2.64537236593457,1.43552710242795,-0.906021496282604,0.60338297110809,-0.595027792218277,0.77443398901669,-0.859580991978277,-0.625568830137385,-2.6325355509145,-0.76007263730013,-0.335043582225338,1.15457073211325,-0.579506567416626,0.00260808324611053,-0.274371774409479,-0.372417326832183,0.0714085704729899,-0.644180994165144
"TO.BA.ML.U.5",40,"TO.BA.ML.U.5","Baltimore",0.352722458597323,90871,-0.56842453491326,0.768334092015417,2.58751531761978,-0.659296097390093,-3.04881375313295,1.57317682440171,-0.893697853005415,0.909791261162214,-1.64786915672698,-0.750684223622742,0.456329803187156,0.633948724134827,0.100167797054991,-0.0593655923991498,-1.16163787750106,-0.241209558322306,-0.671438599683581,0.361090550142086,0.317114137902961,0.708887990338842,0.348989189011769
"TO.BA.PIK.U.2",41,"TO.BA.PIK.U.2","Baltimore",0.517662432574661,281978,1.53780125592662,-0.368417610995337,-2.58564766215852,-0.19733594942031,-0.229045595362742,0.036226402150698,-0.896401069064251,0.752117148726181,-0.292343185603449,0.617352563244088,-3.5078153226683,-0.130851514015939,-0.272531919761732,0.264599699583934,0.621904053184843,-1.65610645378038,0.319692178422979,0.329484588348475,0.570245281640583,-0.919904207470915,0.628259991250031
"TO.BA.PIK.U.3",42,"TO.BA.PIK.U.3","Baltimore",0.458543602389893,105813,0.430351788411306,1.25193321413782,4.27590213294423,0.836039210390512,-0.565573747790125,-0.433424338169263,0.352970270887676,-1.01510549227833,0.0396834593105275,-1.25529713049684,-0.569792882632446,-0.573702013921144,-0.215141803694012,-0.830688611435195,0.350603781873539,0.151047413135393,-0.373638875919097,0.0960741254906614,0.153165595308484,-0.475192765204365,0.0316721369450939
"TO.BA.PIK.U.4",43,"TO.BA.PIK.U.4","Baltimore",0.412934054988619,236929,1.42130714594226,0.165155008769816,-1.84306945582841,-1.10479215035956,0.584129325943561,0.911159259953802,-2.2134219336952,1.33594430373592,3.9265828754482,-2.43707200724952,-1.2665480893166,-1.11687441883388,-0.507178455395469,0.0742859850498008,-0.100976586803419,0.975294636608481,1.44678043338848,2.37970802836215,-0.308103950885784,1.21142761645336,-1.43763388327497
"TO.BA.PIK.U.5",44,"TO.BA.PIK.U.5","Baltimore",0.373456918546111,53336,-1.06391833125525,-0.216595141783243,2.49315408910017,-0.809245181117793,-3.05700550771983,0.169091901132786,-0.470026709614991,-0.444690276012883,-1.45125680056076,-0.0814630544184384,0.677519855460995,-0.0489755923911361,0.322823581995645,0.0685049122725423,-0.564384481473417,-0.242756743113961,-0.372273051493653,-0.0436118519315892,0.2953336146844,0.0470485103171142,0.0044296631356319
"TO.BA.PSP.M.1",45,"TO.BA.PSP.M.1","Baltimore",0.365160448388503,82740,1.09279969296212,0.162784278221293,-1.69701110221874,-1.54642567308264,-2.95195721581163,-1.88992777778674,-0.396820725511562,-2.64245063813785,0.284307205152674,1.00121997334992,1.04297032909517,0.179613125047811,-0.020284571972791,-0.56353151632866,-0.349446386378494,0.336967514357891,-0.535277752716722,0.659406856563658,-0.17394290643615,-0.162395434775643,-0.0393423707468287
"TO.BA.PSP.M.2",46,"TO.BA.PSP.M.2","Baltimore",0.406374439230981,73643,-1.02951698333722,0.827788614195907,3.33493399116583,-0.761726621542444,-0.798591626866528,0.814518577343008,-0.42438156493307,-0.28787071664343,0.520889078770883,0.227141420604607,0.486095508436846,-0.321387411307791,-0.220242568265012,-1.16471769193041,0.243942926015244,0.45830588441277,-0.282778531599488,-0.613995040263507,0.134499559341378,-0.00992070341356473,0.121424188419838
"TO.BA.PSP.M.4",47,"TO.BA.PSP.M.4","Baltimore",0.347021962617444,35935,-1.07736554090473,1.03310804241378,3.32621774277412,-1.17597015461784,-1.74260058885632,0.0377651833266792,-0.133182607067527,-0.309265626911622,-0.610686128340184,-0.526148473642645,0.0972513912486496,-1.07072688542866,-0.132717323318783,0.000594633204348433,0.161793333733621,-0.197111357388357,0.269065483758826,0.0681892553029578,0.244168089137242,-0.136651582018654,-0.00865034729470886
"TO.BA.RG-1.M.2",48,"TO.BA.RG-1.M.2","Baltimore",0.414295802733774,110742,1.54517480488436,-0.250291954548577,-1.87748482103834,-2.33209435216141,-1.33822283638006,-0.711231121781254,1.42508918545652,-3.46323675694087,1.14412720846491,0.805678793542295,0.538702166475058,1.42229139574541,-1.06708022463318,-1.46190172189583,-0.712702151164374,0.657832625041695,-0.380301131530362,0.361772738567682,-0.0887625339554871,-0.439266695625766,-0.594544478273428
"TO.BA.RG-1.M.4",49,"TO.BA.RG-1.M.4","Baltimore",0.38994559254822,78325,1.18465916393242,-0.152942781381598,-3.53211649967231,-0.933873394546599,-1.24767033376916,1.25213337219612,2.53523704879248,-2.01979486197992,1.38944284203735,-0.250011847759399,0.0184890659833526,-0.125608474045273,-0.137723222286887,-1.21978074481904,-1.26773259237763,0.723864737537097,-0.298582856034374,0.849752270794955,-0.016284725230996,-0.254112788893966,-0.175284261655081
"TO.BA.RG-1.M.5",50,"TO.BA.RG-1.M.5","Baltimore",0.471261980680205,125467,0.471115283199435,-0.019105602143685,1.53367755180489,-1.8570489015786,1.69566473326833,-1.31072297752256,0.546042433672325,0.158767380755386,-0.40219957762999,-0.928594239755529,-0.213945460399357,-0.503249423338276,-0.296209308043508,-0.73064169188527,-0.650585557940934,0.795336681056595,-0.485669060321862,0.543247236828759,0.180962593048677,-0.541442938805808,-0.0868821286389792
"TO.BA.RG-2.M.1",51,"TO.BA.RG-2.M.1","Baltimore",0.507149544087077,69844,-0.24686401119435,-0.57058830402666,-0.35398569873252,-0.633095872115136,-0.34684907726034,1.61606535532453,2.38923626531878,-0.0516379457334537,-0.00985905911654655,0.816680788394186,-0.714608160291704,-0.171960268130153,0.111664318750147,-0.886381462309749,-0.659263991750927,-0.601520024863933,0.545563381138114,-0.0734419529251796,0.793152808426838,-0.108212154334974,-0.426948129353502
"TO.BA.RG-2.M.2",52,"TO.BA.RG-2.M.2","Baltimore",0.371220165342436,112005,-0.408874522261949,0.453577824001682,1.08059140823363,-1.35722632108116,-1.517608068267,0.894774459675517,-0.7579460151752,1.44217693750681,-0.753741340989224,-0.659792581623338,1.44606854838943,1.91427740947924,-0.893761527838146,1.43879705697538,1.07248118418946,0.696140565464428,0.712220112124262,-0.352331544946404,-0.216941494015237,-0.103026638500099,-0.271504701591205
"TO.BA.RG-2.M.4",53,"TO.BA.RG-2.M.4","Baltimore",0.434385331941335,47024,-1.08056553222719,0.792063266756873,3.48124152144333,-1.06565994534095,-2.36183192655972,0.50792386490849,-0.975705953496331,0.24495070152068,0.294263750127444,-0.865064846151614,-0.203703044455399,-0.776969029616507,-0.154469858943474,-0.0272724093921506,0.377064914689227,0.137774137068705,0.0221786073103236,0.0878424979411592,0.108805466842519,-0.160065908840539,0.0352935771717299
"TO.BA.RG-2.M.5",54,"TO.BA.RG-2.M.5","Baltimore",0.574725301396627,364007,1.5224157527582,-0.0461020956142771,-1.97291444418707,-1.23145046320561,1.92153944417382,-1.05835399802462,0.359869888248777,-0.00527747069331485,2.72433833287007,-0.767605546115132,-0.278191111327389,2.35113630652553,0.891458474427291,-1.05226435470825,-2.32236122787032,-0.529279935498491,2.54575284308575,-0.0959903159771718,1.56634816619955,0.278538451097244,0.594912166059193
"TO.BA.W3.M.2",55,"TO.BA.W3.M.2","Baltimore",0.501966309105842,292086,3.48929042043628,1.31022098677272,0.828980084398505,5.16555851279567,-1.02402823280668,-1.29380598231039,2.172840114951,0.222921083204933,-0.259514173499349,-0.210799243159262,0.377767082157146,0.049557273153117,-0.913892723283398,0.547701547452739,0.789936176152751,-0.972629867932035,-0.685283792070477,-0.828226055068531,-1.88177226664224,1.48554326651878,0.746302370193507
"TO.BA.W3.M.3",56,"TO.BA.W3.M.3","Baltimore",0.451852583063321,252212,-0.412064821600492,-0.189083449042333,0.266477693376721,-0.382983195694019,2.1401243488506,0.179409382911573,0.614724567302489,-0.261229758237198,1.20678672454423,-0.304636324820135,-1.52732169152623,-1.9359447963333,-0.663482665603428,-0.727579454783123,0.555910953242653,0.281989656477601,0.926939971669046,-0.812304670411915,0.39991407178612,-0.468945900309131,0.274894953163207
"TO.BA.W3.M.4",57,"TO.BA.W3.M.4","Baltimore",0.577998551332798,356220,1.0268262598474,-0.507644865091722,1.70679658049942,0.978678890995743,1.82527167105068,1.48409905345315,-1.33856635169953,1.08596789680631,1.38766273943379,4.31504571296828,-0.821570241399399,0.817106424522869,-0.00368371751906372,0.390419658234448,-0.0647778626315061,0.539888381121034,0.369997501422366,1.31382073617263,0.473604950976086,1.51575493617312,0.455729761756175
"TO.BA.W3.M.5",58,"TO.BA.W3.M.5","Baltimore",0.382181420733817,61940,-0.478630535338185,0.329078053654055,2.18841139758771,-1.51820980720344,-2.97271931675994,0.927623825018647,-1.49527192417753,-0.257250506602849,-2.02415570860547,-0.442359783460137,0.895987497989222,-0.127148786494925,0.423714285586745,0.814725337202089,-0.0835704547670782,0.1750649578395,-0.133170233682849,0.0715859485056044,0.399104785438643,0.0343833829276755,0.0361516740251186
"TO.BA.WB.U.1",59,"TO.BA.WB.U.1","Baltimore",0.543598281331715,315610,2.17804685915238,0.573571825871506,4.14715741967583,2.90750354745776,1.46046440056563,-1.01985803376144,0.711388763331778,-1.0147378369165,-0.415537167931365,-1.32097242141751,0.117877721277481,-0.896415911945168,-0.79343633970316,-0.633535290479634,0.42926239080389,0.0283511991463483,0.0292277879790839,0.636153141461508,0.793035550143373,-0.721930271468299,0.873113448501886
