"","X","V1","V2","HindHe","Depth","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15"
"DS.BO.LC1.M.3",79,"DS.BO.LC1.M.3","Boston",0.394106762442016,635805,-8.36981231448794,0.213991207171585,-0.41343921442906,-3.71728427357585,2.41130750389958,0.918539743819784,-1.63899872875431,-1.33254027547229,4.58979826791005,-3.33822223221136,-9.32515348931611,-8.17855123059799,-3.36420664283544,-5.91640953090069,3.15073770777291
"DS.BO.LC1.M.5",80,"DS.BO.LC1.M.5","Boston",0.494354886854433,7330,4.66301633097696,-0.582971553653529,-6.02623514633871,-5.197138982736,-4.22665907430008,-0.847234917852373,1.08314256331683,0.324177186258183,-0.367279091775253,-0.445786904530357,0.407490375196949,0.197932382185665,0.357294708594052,-0.257314119877331,0.241206820036713
"DS.BO.LC2.M.2",81,"DS.BO.LC2.M.2","Boston",0.443603723787297,720802,-6.49411724055291,-3.76536398418694,1.60754775392491,-0.190070166195476,-0.279135578593392,-2.50160382709474,-2.26207168999982,-3.09643727524034,1.32865286787915,-2.0467341831457,6.77645842769952,-2.48145844498241,0.670412985070443,1.08519022439299,-8.09430598781528
"DS.BO.LC2.M.3",82,"DS.BO.LC2.M.3","Boston",0.443234165142365,590429,-4.40750501597706,1.82972782621307,-0.723409687993575,6.0035540258464,-6.12238228057422,0.230925781506844,-1.09763267206157,0.987448874583163,-3.0996592333975,-1.01063502979291,-0.317975136789138,-0.0201343801212329,2.18682230483185,0.124991828088838,-2.48102207217026
"DS.BO.LC2.M.5",83,"DS.BO.LC2.M.5","Boston",0.320753973672883,166930,2.90293784349745,7.75442931028292,2.64982352957802,-3.15617261180366,2.1870033367481,0.332442277791653,-1.92168578773838,-1.021435749638,1.2927978376326,-0.17559116240423,-0.896581221963349,-0.289390469653952,-0.918804495817892,0.478315281687928,-2.05914297875903
"DS.BO.LC3.M.5",84,"DS.BO.LC3.M.5","Boston",0.457099803772665,813790,-4.82588868226991,2.3214805227152,-2.72980794310077,3.22115297357756,-2.97885867762207,1.14339267422703,-1.5908955694071,-4.41392228892096,1.28356675256485,3.19823579107104,-1.4821626262863,-1.75637788652142,2.31045479748687,-0.413912187249656,-5.80875391623297
"DS.BO.LC4.M.2",85,"DS.BO.LC4.M.2","Boston",0.396881201298312,481163,-5.86982889717613,-3.42875580575834,4.67935158971181,-0.324623640114313,-2.35708705083829,-1.77275418828556,-2.21037652793481,1.57391912885837,1.84971169007878,-3.16094060973565,0.735593673678418,-4.45122689762748,-1.1014675829156,0.0256063279083846,-1.852338168792
"DS.BO.LC4.M.4",86,"DS.BO.LC4.M.4","Boston",0.484929410316695,579117,-5.09109411384783,-2.24421420747095,1.56016225161237,1.55430316875123,-4.11397891701108,1.07778007842166,2.14427092558575,0.502512885054819,0.123726859106906,-1.49359306368757,-1.71877446607553,-1.18348044084274,1.23389418645315,2.22840063455985,-2.62870685179914
"DS.BO.R1.U.1",87,"DS.BO.R1.U.1","Boston",0.362298610075691,539397,-1.11952331062125,-7.61440950590257,0.103461970096549,1.18769054842041,5.41742042738389,6.33943373344847,-7.02851257122848,-6.42618836423994,-6.70000579102504,0.023465643348132,0.788002176601449,0.87757953009124,4.31291832469714,-2.37705798351909,3.1336695519462
"DS.BO.R1.U.2",88,"DS.BO.R1.U.2","Boston",0.380096732666832,62325,7.49666289029192,2.26915559478291,2.01857809578507,-1.54533268077206,-0.701427012631787,0.956557766355082,-1.96549752342452,-0.540926607916367,-0.107913133148268,-0.146462837534191,0.472820477471866,0.0903875348457383,-0.298985652254128,0.265553531855977,0.235378317786447
"DS.BO.R1.U.3",89,"DS.BO.R1.U.3","Boston",0.440747810080685,607712,-5.38946461161956,-4.39140004422776,-5.09890498336655,-5.30470964732075,-1.57579066814782,-2.03363721816382,0.408424773578883,-3.62613122703754,-0.0798202782587435,-4.47535440395273,1.73028064154993,-0.527924874823745,0.812722360071745,3.76963518660426,-1.14966180560517
"DS.BO.R1.U.4",90,"DS.BO.R1.U.4","Boston",0.417913866295809,675580,0.248041055480093,1.76634983221716,-6.15427169054263,5.67972245235661,4.7397750046854,0.628203961784423,-0.418798457763178,6.70917437204645,0.689030170270315,0.464144121717258,2.36147866480352,-2.70897746913614,-1.45571040428155,1.52900268854932,2.56875823237074
"DS.BO.R2.U.1",91,"DS.BO.R2.U.1","Boston",0.379978398426144,423867,-4.06741965218711,-4.29869404786337,0.732250315451247,-2.04186203292249,4.14670462946572,6.08705211049625,1.80044412609347,0.257970707776989,-3.60367959588027,-4.42647057909314,-6.14743219760191,0.0279923428492667,-2.75448071799797,3.60477772371686,-1.63768714608921
"DS.BO.R2.U.2",92,"DS.BO.R2.U.2","Boston",0.355593109333728,882501,-4.32979076422935,-1.09480322486444,-6.2137302105941,-3.12435024741238,0.00971707221934734,8.55570170171689,-0.666989126636199,-3.30457750473891,-8.42017045621365,12.6537109839301,1.87410654082225,-6.43708190299788,-8.63681088462163,-3.81415962437839,-1.71471056497151
"DS.BO.R2.U.3",93,"DS.BO.R2.U.3","Boston",0.425107972032551,388331,-1.99678526363773,-0.0279371667140781,-4.57306774967789,-1.47093386546564,3.3635379903783,-0.348579723516073,4.48461099940347,1.00691272981977,-3.65138044423869,4.92625217811562,-0.892092115697367,-0.645147469416349,-1.09057937383236,0.502840873954733,1.37556241067552
"DS.BO.R2.U.5",94,"DS.BO.R2.U.5","Boston",0.397827688772085,477331,-5.70716466883988,-2.20953250850916,-9.20435613348188,-11.0073873991758,-2.04527691420273,-1.94321560159246,1.68150471524919,-0.221911573008759,-4.1125139419307,-3.33200116456108,-1.34644762405324,-1.17793254698173,1.07834515582694,-2.35847252991962,2.74960522973205
"DS.BO.R3.U.1",95,"DS.BO.R3.U.1","Boston",0.310330698661378,75892,6.74308868706014,4.29963630024637,1.01074172206024,-3.0050760991432,-0.922854174664756,0.39654469893866,-0.793470492200816,-0.0251802014221065,0.188215800270841,0.138075286428862,0.0762017454807782,-0.83592508556386,-0.901357125496618,-0.346102431192283,0.0720858541970991
"DS.BO.R3.U.4",96,"DS.BO.R3.U.4","Boston",0.468426089909916,561775,-4.0575220833806,1.34867248642794,-2.87476532617226,4.34239803262487,-4.18666145169064,0.149827972030821,0.457956853763305,-2.59743984131864,2.82355353223951,0.168525799243278,-2.82725950747201,-0.0760647755697102,1.18697237807858,-0.225489417211558,-1.02892525808726
"DS.BO.R4.U.1",97,"DS.BO.R4.U.1","Boston",0.399871783760631,187847,4.16451964261273,8.27872485917686,2.09725033143644,-0.46455909325781,-0.289829043449221,0.386817401806766,-0.580903632398409,0.671843654408578,-0.282224350102091,-0.489099573659641,0.110827118724399,-0.171738789857757,0.301279972424196,-0.0945225510290687,-0.833773943577421
"DS.BO.R4.U.2",98,"DS.BO.R4.U.2","Boston",0.486869942066902,589810,-2.35847550347256,-3.52836645973312,-5.47161189157549,-2.24493844639931,-4.39975818048635,-1.12441857567576,3.60021616871489,-0.992753342310212,-2.72391771130318,-0.62299203400045,-0.279333146512107,-0.28985340021454,-2.20129574006356,0.253570304747711,0.953536328408874
"DS.BO.R4.U.4",99,"DS.BO.R4.U.4","Boston",0.412587409287754,802574,-5.69115325692565,-2.18785296444172,-3.95753746066903,-6.33589639691523,0.244135510770341,4.94656652675927,6.03976146720662,0.936182705941263,-3.12988095839483,-4.81526458906106,-7.8951121141918,-0.142690866007711,-2.5743694806949,6.14049523537556,-2.16114791818416
"DS.BO.R4.U.5",100,"DS.BO.R4.U.5","Boston",0.456074329502691,452787,-4.62692914164831,-0.968365456368765,1.24372053887052,3.4732965882572,-7.51767232349749,0.079409321217839,0.629744709254227,-0.309899779466723,-1.03888333504193,1.62577874278478,0.881234134564874,-0.510771389011327,0.0188672256864029,1.40540944642528,-1.43455023469032
"DS.BO.WL1.M.1",101,"DS.BO.WL1.M.1","Boston",0.297268360296748,1066,3.39433819577141,1.44753918559859,1.700251922863,-0.644739314953226,-3.6154917149743,-1.10112681440095,2.28639689825411,-0.0819731753759164,-0.510623892188904,0.212898624175009,-0.25211751570669,0.239525181884006,0.52471841250864,0.263031635617896,-0.167223988861178
"DS.BO.WL1.M.2",102,"DS.BO.WL1.M.2","Boston",0.22506236012465,4782,3.65872221575687,-5.22368267147226,3.80070289442987,0.771872580923366,-1.18639174410791,-0.800484565427829,1.01968295699661,0.55537618582559,-0.257302204418587,0.257423489357189,0.0892808363669868,-0.213920080314431,0.0322229400626443,-0.0282764977842462,-0.0222646403602144
"DS.BO.WL2.M.1",103,"DS.BO.WL2.M.1","Boston",0.412454054386356,698219,-3.50467481049062,6.84625715366526,-1.75251206003494,5.20559490651463,2.24483092823007,1.06044552785769,-1.79790884722469,6.49219543974194,-4.50348471273913,-4.72607368356091,4.08806644600572,-3.54464722321796,-1.49831179232927,1.03829191362109,2.37985867855606
"DS.BO.WL2.M.3",104,"DS.BO.WL2.M.3","Boston",0.29914043262891,90594,5.26118618425586,7.5576846324753,2.95175405388435,-2.76449975426862,0.536553640028072,0.783954358310159,-1.14841977726252,-0.938031540273333,0.467447737667859,-0.174351438699419,0.279147328016628,-0.483345602604234,-0.208642469867639,0.119406694366837,-0.414346733693763
"DS.BO.WL3.M.1",105,"DS.BO.WL3.M.1","Boston",0.413645579996127,9397,4.68607834862505,0.271098461064171,-5.86959148227255,-6.31040479919312,-4.34354661478655,-0.58977186290217,0.814774579877107,0.297349046424981,-0.575123718368774,-0.651752747249194,0.315207384556957,0.0785782457313681,0.415176215676054,-0.304828222698051,0.253772820547893
"DS.BO.WL3.M.3",106,"DS.BO.WL3.M.3","Boston",0.286583264213767,5778,5.68561026344983,0.624465947669915,-4.69152771285959,-5.18224514288832,-4.02885645457558,-0.564728130654283,0.778011851010074,0.0860680962130136,-0.398350608096985,-0.513879062010125,0.358623179077424,0.110454784080798,0.184340008844439,-0.310428408055187,0.170647179980038
"DS.BO.WL3.M.5",107,"DS.BO.WL3.M.5","Boston",0.330212264349365,87775,4.55475360201201,0.724096108132533,-6.17172185593273,-7.86310147684346,-4.93135123288691,-0.453495203042301,0.701978978237414,0.33300413350462,-1.03517788438117,-1.00935620251209,0.359688265551772,0.0653313347440812,0.514089644733475,-0.355533769976721,0.358203930964908
"DS.BO.WL4.M.2",108,"DS.BO.WL4.M.2","Boston",0.369522849276963,412456,-4.90616159880154,-1.68177557406088,-10.8565803170962,-11.9080850926653,-3.45932351571026,0.560429689187543,2.73543880601891,1.23611626644977,-5.62104141362586,-2.18461085507399,-2.6854129842938,-0.981989018563355,-0.25715160583881,0.0581094294341729,2.40495875097625
"DS.BO.WL4.M.3",109,"DS.BO.WL4.M.3","Boston",0.417628344491594,421588,1.65364897952977,2.40893335618394,-3.04241587307845,1.44593893666372,0.829925861809358,1.79149240312272,0.946368062268423,1.18031033622927,-0.88015939600217,1.33026763127304,-0.726811625552607,-0.942168156634021,-3.55835548051112,0.600774676529171,0.13179334228618
"DS.BO.WL4.M.5",110,"DS.BO.WL4.M.5","Boston",0.338047742483945,176075,4.20203031826326,4.20630749948765,-0.904496097374081,-1.81026244935144,1.37313185621849,-0.0432691076078041,-0.398339455506033,1.44423394547321,-0.449385696437753,0.362930054448137,-0.473672593935614,-0.266991499071714,-1.13151547306028,0.299253219370614,-0.344476050286864
"DS.MN.L01-DS.M.1",111,"DS.MN.L01-DS.M.1","Minneapolis",0.400731339803068,367642,-5.93486002721028,-6.58710955759916,8.07952177012248,-1.70991322274167,-2.9693067803802,-0.48505128232725,-0.243645004750298,7.9782541390416,1.99589066729764,0.803051588306766,0.750224899040223,-3.9354808296387,1.80011111397028,-0.827905642663528,1.68234938370382
"DS.MN.L01-DS.M.2",112,"DS.MN.L01-DS.M.2","Minneapolis",0.353263967385722,49428,6.29884292705051,6.63101655997551,3.38951701497175,-1.62983899489197,-0.672898195135912,0.0878660198909857,-0.82038609117065,-0.809279988568193,0.10658716219577,-0.411504366419771,-0.105754144666142,-0.204757843381517,-0.0557069632536979,-0.0409790683135773,-0.223625327721301
"DS.MN.L01-DS.M.3",113,"DS.MN.L01-DS.M.3","Minneapolis",0.429419186554084,287834,-1.37441864462111,3.18047585514293,2.59737755563871,-0.0476865185351084,2.11425276597768,-3.29774968454018,2.90591886669328,-0.922277334579358,-2.08600949255752,2.58579681732885,0.241294158367295,2.12309406658365,1.85765561787839,-0.33570723555156,1.42272410522918
"DS.MN.L01-DS.M.5",114,"DS.MN.L01-DS.M.5","Minneapolis",0.446661921379187,421069,-6.32649827276917,-6.43321196528252,7.53791521586145,-2.87437117866434,-3.55799247321059,-1.05295361140411,0.635339402728566,5.86082579514512,1.97316135719971,0.847603706274794,0.47380959237857,-3.51320072418703,1.0350849749715,-0.0453221174708179,-0.202664612841401
"DS.MN.L01-DS.U.2",115,"DS.MN.L01-DS.U.2","Minneapolis",0.42788595763791,443731,-3.94357872586764,-5.42388825353291,6.51100520431899,0.389296568852277,-4.10363961027475,0.888196581819579,1.69617733192204,3.41602868702082,0.583271756939663,-1.24670958907171,1.37992148673461,-1.79759374243361,-1.77162926576977,1.95586161243326,-2.4002966157535
"DS.MN.L01-DS.U.3",116,"DS.MN.L01-DS.U.3","Minneapolis",0.389213861365852,85552,6.27039400656791,5.71853272859726,3.13783009267472,-1.39618514133204,-0.892247514860346,0.162345444328701,-1.2343331651272,-0.0528992567177605,0.199466916903853,-0.137410662478579,0.109538802661732,0.000408885721683254,-0.106694374495939,-0.189646363415502,-0.268768126418999
"DS.MN.L01-DS.U.4",117,"DS.MN.L01-DS.U.4","Minneapolis",0.466717299989812,568418,-5.01635824289207,1.14948628953206,1.87769070518856,1.77639932292361,0.0403415498595603,-2.53265086461568,1.67432200773587,-0.241676327937715,-1.24910151442171,1.69322197265742,-1.25630957334216,1.65462063229509,-1.36093727316249,-1.21736379158362,1.19730982582424
"DS.MN.L02-DS.M.2",118,"DS.MN.L02-DS.M.2","Minneapolis",0.488137700667393,581525,-4.97420491073784,-0.689524124089852,2.90388447223829,1.7295179099747,-2.87778040923154,-3.56345529109224,2.47291989109526,-0.222299036337761,-1.56872737607636,-0.0617225396235063,1.30747432846358,0.480229159147016,0.466669469951703,1.59148052240368,0.467153384883088
"DS.MN.L02-DS.M.4",119,"DS.MN.L02-DS.M.4","Minneapolis",0.408380762117158,708777,-6.2945033832328,-0.801196667161245,2.52010445852433,-1.66106960041833,2.97280009353214,-1.57806952829399,-6.51507565357781,0.554854302931385,0.8818558504962,-0.214295676718719,-3.6990727154268,6.95676916832461,-12.1945379177313,2.85029474888941,-5.28684037867848
"DS.MN.L02-DS.M.5",120,"DS.MN.L02-DS.M.5","Minneapolis",0.497905480442182,568291,-4.22542467832115,2.39829689813826,-0.356394113076309,5.74835637290156,-6.86392309166866,0.175091922467541,-0.420696789840007,-0.467271441560474,-1.48349759225865,-2.02582302171168,-0.163424172677061,0.780304832094047,0.423095371781628,-1.24157699730035,-0.821570790366465
"DS.MN.L02-DS.U.1",121,"DS.MN.L02-DS.U.1","Minneapolis",0.443575146365145,863714,-6.15965593107142,-2.96314144005555,4.36859726824533,-1.04055821252115,-1.65247932615654,0.62533895830731,-0.526411733528235,-0.142520197719591,1.21542180541573,-3.66197076822332,-4.71593672296884,-2.28166545470868,-6.31222876218929,4.67298560781214,-1.23427196583417
"DS.MN.L02-DS.U.2",122,"DS.MN.L02-DS.U.2","Minneapolis",0.485350436301296,564700,-4.34225255520126,3.8806568830373,-0.454287586229392,5.50519957706462,-5.15001368327406,-0.0478477628647283,0.0977187740205762,-1.71337596471936,-0.9524962600212,-1.43984729156523,0.586200595416092,1.5449494014598,-0.741171067867162,-2.54566599669432,1.6536181432754
"DS.MN.L02-DS.U.3",123,"DS.MN.L02-DS.U.3","Minneapolis",0.447822003908468,69207,4.66870585783915,3.10899899533411,4.33580541757449,-0.618789344900575,-0.716232525155537,-0.411049997935423,-0.620212415584059,0.122801270247384,-0.376356923646634,-0.238199944610966,-0.0464226961640864,0.202357989001681,-0.411391366154934,-0.0453276920572925,-0.372036730082281
"DS.MN.L02-DS.U.4",124,"DS.MN.L02-DS.U.4","Minneapolis",0.332713102318003,210098,1.2680090819401,8.75026131087479,2.47839698958258,-2.81305825609627,2.42399996586014,-0.744713519519989,-1.72997934604265,-0.403230061159851,1.32388385631813,0.185649111886384,-0.827977914417849,-0.302813536073567,-0.725118660333217,-0.585482248690455,-0.533254150780668
"DS.MN.L03-DS.M.1",125,"DS.MN.L03-DS.M.1","Minneapolis",0.364344714255929,54394,5.18804176285538,2.75010314810514,3.78473057427136,-0.579442082084042,-0.640518513169796,-0.642070736562445,-0.614619642224277,-0.712339989658311,-0.39981216632354,0.144130478477246,-0.0997460258988669,0.521979801854371,-0.566351145308934,-0.406486578332172,-0.147786490996459
"DS.MN.L03-DS.M.2",126,"DS.MN.L03-DS.M.2","Minneapolis",0.352167598725543,226055,0.769081305552857,8.81289353549798,0.993547333977647,-1.66868359963886,1.2666988969558,-0.226366810269276,-0.0490095048428659,-0.00537140452482147,-0.836757163805421,-0.749167572742725,0.160542709911646,-0.552986562643195,0.668263652852097,-0.442727592557696,0.227961668993137
"DS.MN.L03-DS.M.4",127,"DS.MN.L03-DS.M.4","Minneapolis",0.451168993621478,516365,-4.20296324119772,4.41690558211381,-0.343055809230896,4.90879762368019,-2.47966397510918,-0.311071019616655,-0.942172392717882,-1.64096802404789,-0.168701762486249,0.0961844976681743,-2.32250911743698,0.56754434759878,-0.104603623412754,-3.51148405343557,-0.0778946014857892
"DS.MN.L03-DS.M.5",128,"DS.MN.L03-DS.M.5","Minneapolis",0.416130303669465,391975,-5.14581184623301,5.0743316366379,1.75746267196651,-0.0844146771930869,4.02686679001217,-1.26496515052742,4.79932324755169,0.328884122179882,-2.99493957908226,3.56479325324511,-1.66751642988055,1.55695020341002,4.19663346714943,1.53349948273212,0.477017849639049
"DS.MN.L03-DS.U.1",129,"DS.MN.L03-DS.U.1","Minneapolis",0.328156217734789,399505,-6.65781108408497,0.458479576607714,1.99105346008043,-2.06455864465528,1.69591542258044,18.6630647370609,10.6713331410633,1.93724974057548,5.96734070460962,-3.30707894014022,4.02900663327271,5.00157882996105,1.02426613399881,-0.484619275860748,-1.31538844839728
"DS.MN.L03-DS.U.2",130,"DS.MN.L03-DS.U.2","Minneapolis",0.44843660773194,502099,-4.5879128366554,1.83547871447662,3.03290364911589,0.485819470530127,3.8442886802906,-2.81951811187329,2.88673429522865,0.690820031612367,-2.77724912936448,3.16554040978085,0.895327159994746,2.84881731045144,2.41898723335292,0.272397721646569,2.03034014611876
"DS.MN.L03-DS.U.3",131,"DS.MN.L03-DS.U.3","Minneapolis",0.366071686277704,298567,2.14676629509081,8.4880405473695,2.93917368754328,-2.90490155430826,2.36744351114792,0.0301122407569289,-1.6352500165123,-1.2693133051596,1.07685447248114,0.263470701267917,-0.803564888800247,-0.447599015781498,0.00907349322274109,-0.224829136516813,-1.04050035200896
"DS.MN.L03-DS.U.4",132,"DS.MN.L03-DS.U.4","Minneapolis",0.406261595031657,505259,-5.98439974860377,-3.87659190216545,5.50312077322107,-0.815210128174152,1.87425578943006,-3.01887839552439,0.371821902260482,-0.155218493188204,-2.21850322675017,-0.688082762871315,3.75151035164218,-2.29523326270649,1.32472747353043,-3.07113317620896,2.77864747891448
"DS.MN.L03-DS.U.5",133,"DS.MN.L03-DS.U.5","Minneapolis",0.475246631925845,589334,-3.53224408247737,1.08725600891861,0.461783686556913,3.98667092239709,-6.67175257726279,0.0906953755667923,0.944920075354745,-2.76607077982968,0.874782594224798,-0.739684623916224,0.290243325623654,1.36228765248985,-1.6355654008149,-0.618227225903723,1.25423196292246
"DS.MN.L04-DS.M.1",134,"DS.MN.L04-DS.M.1","Minneapolis",0.308236724214606,68701,6.69166268831612,6.13056994261136,3.40749821366493,-2.41107577740388,-0.0724595243312694,0.478740815777105,-1.89160992430211,-0.611268376674679,0.0264578010373043,-0.555451421516096,-0.0166909736293215,-0.0422945792520203,-0.0129241426183468,0.139880629706852,-0.605126706041075
"DS.MN.L04-DS.M.2",135,"DS.MN.L04-DS.M.2","Minneapolis",0.334867319734872,523360,-6.33137128199366,-5.8257063214083,6.79335912801073,-2.10981377036695,0.770783657096818,2.94172098077712,-5.10996348428345,3.87498253275715,3.07120479603894,-0.286597400551145,-2.79899337198414,-9.26353749675162,1.69973880483553,-2.83438115912065,4.17042859068859
"DS.MN.L04-DS.M.3",136,"DS.MN.L04-DS.M.3","Minneapolis",0.439708310538121,443762,-1.97642678932756,7.16638192900364,0.978190357364959,3.53117516534786,0.722613544541485,-0.280285483400936,0.129988789008988,2.39233736696554,-4.44253762276378,-1.70975233868854,2.67029538374714,-0.212271758963114,0.731682964148268,-0.398411523835329,1.10320815839833
"DS.MN.L04-DS.M.5",137,"DS.MN.L04-DS.M.5","Minneapolis",0.306818002383109,80952,5.90868059903049,8.11268494937531,2.76646013581755,-2.84725413525025,-0.0619550990532293,0.418757899020543,-0.654926888616502,-0.977642809540924,0.592323717970435,-0.471399744220401,0.425094214242403,0.259008766917488,0.185916142538711,-0.289959307176041,-0.573050792357113
"DS.MN.L04-DS.U.4",138,"DS.MN.L04-DS.U.4","Minneapolis",0.442527383579079,494638,-2.73786249275661,7.94790434974501,-0.573446246613134,5.02687148059594,1.10563451573354,0.816857941262838,-1.01066946277538,5.18031657148746,-5.41810139126869,-3.50986338889565,3.09110081149584,-1.18139408228199,-0.138287720190759,1.38553876783163,0.79164525261881
"DS.MN.L04-DS.U.5",139,"DS.MN.L04-DS.U.5","Minneapolis",0.382502684562566,857470,-6.2658049637783,-0.978942063667148,-2.00558575635886,-1.38441129255917,1.12580539786307,8.38375555890772,-2.61947705241776,-4.06515317696282,-7.21051630505031,15.7499044986377,5.25646989152493,-8.0954230104919,-4.46718726561329,-1.23472552209445,-8.98345813508466
"DS.MN.L05-DS.M.3",140,"DS.MN.L05-DS.M.3","Minneapolis",0.51250295966323,865554,-3.80543840159747,2.66083523839367,0.0162526870349814,3.56710595963137,-1.99503404417127,-1.17689845256094,0.347657523869767,-2.76621766758087,0.536102348799479,1.80356576277316,-1.16160473342469,0.726740833946455,1.69078995734582,-2.39572047326554,0.0762187905211872
"DS.MN.L05-DS.M.5",141,"DS.MN.L05-DS.M.5","Minneapolis",0.395991054489259,398826,-5.84607866062451,2.30347997665969,4.43153000880934,-1.77526576596814,3.70625524162799,-3.43145401804407,3.08376273765517,-1.59099608537831,0.872727678423109,1.38035736853369,0.585394645551991,-1.73475984307847,3.29938333380814,-0.311227241164653,-0.0866600808213348
"DS.MN.L05-DS.U.1",142,"DS.MN.L05-DS.U.1","Minneapolis",0.348801568116977,202985,1.40079604956039,7.678523566004,3.00540306463912,-2.18336300159964,2.87109745654661,-0.505390155456691,-1.44281293705033,-0.850903662109776,0.282775327210444,-0.261202126803918,-0.800741271287382,-0.157812419868043,-0.00416498129476946,0.88741875346532,-0.688760345070976
"DS.MN.L05-DS.U.2",143,"DS.MN.L05-DS.U.2","Minneapolis",0.413769540217266,533409,-7.58088630596346,-2.83302839344224,3.3456497151461,-1.76160276033639,0.631865047301745,-5.06044166537689,-0.162223309960487,0.770119588058116,0.279713694059261,0.476701213719204,3.20509111986534,1.18431946181589,-5.4770973358201,-2.67542086493795,2.73657349258998
"DS.MN.L05-DS.U.4",144,"DS.MN.L05-DS.U.4","Minneapolis",0.463312586783838,518093,-5.46814004526364,2.37589814627241,2.34589878889769,0.319866260096382,2.94347168290706,-3.0659513246772,2.1807168428821,-0.368367486818714,-2.09724438136485,1.17470129149531,-0.121782746564584,1.69654288418488,2.33937083479774,1.12174267930035,-0.867592492948927
"DS.MN.L06-DS.M.1",145,"DS.MN.L06-DS.M.1","Minneapolis",0.470038249326728,535081,-2.41289451346132,4.98788543632268,0.594039149923007,3.0647332986453,-3.69414604659375,-0.242418012318818,-1.08979321709092,-4.50314621649003,1.52436399042248,-0.121938553193053,-1.04279641390449,1.37753905282443,-0.739553064589248,0.374027388382869,0.874682756746126
"DS.MN.L06-DS.M.2",146,"DS.MN.L06-DS.M.2","Minneapolis",0.43845941847695,323184,-2.15315054275744,3.17185663627337,2.46490660461422,0.345946070220158,1.67192025983144,-1.3242190620138,4.01769037506094,1.44994647892221,-2.8235530094607,2.28027003202891,0.158011308637213,0.670276738749647,2.05081064928807,0.894595933657669,1.32164674184787
"DS.MN.L06-DS.M.4",147,"DS.MN.L06-DS.M.4","Minneapolis",0.427065330852832,496365,-8.11752238191492,-2.06564079778843,3.86157598814943,-2.66486650015018,1.7511840551778,-4.54652521431585,3.35488458592576,-1.76011874303147,0.363731395193829,-0.0120125901114474,4.53123363470017,1.14700355354658,-0.0850271408685949,-2.05098507523954,3.31138956223431
"DS.MN.L06-DS.U.1",148,"DS.MN.L06-DS.U.1","Minneapolis",0.394181860439835,405254,-6.95385382942894,1.09246727682131,2.28160772242359,-3.98325724442117,3.46689975410963,-5.61238289533326,0.293583732640206,-2.03040714478886,0.882574758972424,2.32514352614658,1.56263999216851,3.73094047409089,-2.8194178738436,-0.10374837030809,3.17719935436817
"DS.MN.L06-DS.U.2",149,"DS.MN.L06-DS.U.2","Minneapolis",0.444594050620366,565990,-4.69894937824373,6.86161634918701,-0.994182076883461,6.15211747601985,0.431228819240439,0.997212184690493,-0.440766700731826,4.1495822488402,-5.90640608849084,-3.95393793301319,2.94091040876684,-0.427707263733298,-0.263493454996885,-0.971299014709939,1.89632883131443
"DS.MN.L06-DS.U.3",150,"DS.MN.L06-DS.U.3","Minneapolis",0.475925544437719,824813,-5.79766533052077,2.34942350293933,2.04272601503497,1.24865113500026,3.14734850768603,-3.09074031368031,3.23320166631438,-1.35067883764052,-3.25911214030233,2.8168650076155,-1.30777779001348,3.21596640739508,3.87311819175492,-1.26015811372247,3.27102557622531
"DS.MN.L06-DS.U.4",151,"DS.MN.L06-DS.U.4","Minneapolis",0.263754692794833,98744,2.10739032194219,2.46616425062358,5.43198459283798,-2.56026756901242,1.05211043648638,4.07386836900051,2.38859030051627,0.763960594605946,0.776445775077051,-0.784770933788867,0.256265360282521,-1.06595316180854,-0.24519328231017,1.12315322562744,-1.41761110943267
"DS.MN.L06-DS.U.5",152,"DS.MN.L06-DS.U.5","Minneapolis",0.360581746898606,376628,-7.66453986349769,2.21591794016083,2.41295632111203,-4.28328184313607,4.72600476267879,-2.8376038112073,1.94924071219037,-0.585707964691297,-0.243212298233943,0.0375754821796771,-2.59651684572713,-3.17320107064281,-0.43543363396737,-3.18334208578543,4.38573365466237
"DS.MN.L07-DS.M.1",153,"DS.MN.L07-DS.M.1","Minneapolis",0.475921123515429,544776,-5.51235198724368,-0.359150992409841,3.16409953034663,1.55141343958385,-1.31894473341301,-1.98153180217962,4.16765071366918,-0.880026596813422,-1.15616133142508,0.98280467852313,0.642921614608823,-0.00625786538401994,2.36005868459694,2.86318102608353,-2.45328916762982
"DS.MN.L07-DS.M.3",154,"DS.MN.L07-DS.M.3","Minneapolis",0.402886767218736,471824,-7.14893555229632,-2.10494848554677,5.05772028738059,-1.67284278367201,1.83708403487115,-2.47328385032771,0.680951892096714,-1.19872774545902,1.19165529641947,0.0286382721436828,1.59078614908552,-5.6688155085746,2.18792490006328,-2.25176188471463,-1.40176787821647
"DS.MN.L07-DS.M.4",155,"DS.MN.L07-DS.M.4","Minneapolis",0.495502806761163,575293,-3.69601835832812,3.98368028873375,-1.68349028155491,5.30425780075583,-4.77235176714026,0.333552497439692,-1.39811218744183,-2.20413740967214,1.60097592709615,-1.24688542935834,-0.901486073663285,-0.153488571453188,0.918618478473217,-1.34347328258763,0.145302864112677
