estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative
-0.11075323029518054,-1.5279719652806096,0.1282002178063472,188,-0.24917799391319198,0.032106286819777285,Pearson's product-moment correlation,two.sided
-0.046064230184620046,-0.6901588860500198,0.49080871454750685,224,-0.17550958179719273,0.08494682933980233,Pearson's product-moment correlation,two.sided
-0.1165778716370344,-1.208482622110571,0.229550686736653,106,-0.2989655500925665,0.07402689762249753,Pearson's product-moment correlation,two.sided
-0.05695643860925148,-0.7780452871470912,0.437530891994535,186,-0.19844911223417339,0.08686181859986837,Pearson's product-moment correlation,two.sided
-0.0498366123794218,-0.6731691494165014,0.5016935767821058,182,-0.1931054500512392,0.09551299542235227,Pearson's product-moment correlation,two.sided
0.02855040627340243,0.4443212151321633,0.657207440993488,242,-0.09738459030399499,0.15358554285587656,Pearson's product-moment correlation,two.sided
